ITEM: TIMESTEP
200
ITEM: NUMBER OF CELLS
39332
ITEM: BOX BOUNDS oo ro pp
-3.788 3.788
0 3.788
-0.5 0.5
ITEM: CELLS xc yc f_1[1] f_1[2] f_1[3] f_1[4] 
-2.69219 0.446443 0 0 0 0 
-2.58396 0.446443 0 0 0 0 
-2.47573 0.446443 0 0 0 0 
-2.3675 0.446443 0 0 0 0 
-2.25927 0.446443 0 0 0 0 
-2.15104 0.446443 0 0 0 0 
-2.04281 0.446443 0 0 0 0 
-1.93459 0.446443 0 0 0 0 
-3.77447 0.4735 0 0 0 0 
-3.66624 0.4735 0 0 0 0 
-3.55801 0.4735 0 0 0 0 
-3.44979 0.4735 0 0 0 0 
-3.34156 0.4735 0 0 0 0 
-3.23333 0.4735 0 0 0 0 
-3.1251 0.4735 0 0 0 0 
-3.01687 0.4735 0 0 0 0 
-2.90864 0.4735 0 0 0 0 
-2.80041 0.4735 0 0 0 0 
-2.69219 0.4735 0 0 0 0 
-2.58396 0.4735 0 0 0 0 
-2.47573 0.4735 0 0 0 0 
-2.3675 0.4735 0 0 0 0 
-2.25927 0.4735 0 0 0 0 
-2.15104 0.4735 0 0 0 0 
-2.04281 0.4735 0 0 0 0 
-1.93459 0.4735 0 0 0 0 
-3.77447 0.500557 0 0 0 0 
-3.66624 0.500557 0 0 0 0 
-3.55801 0.500557 0 0 0 0 
-3.44979 0.500557 0 0 0 0 
-3.34156 0.500557 0 0 0 0 
-3.23333 0.500557 0 0 0 0 
-3.1251 0.500557 0 0 0 0 
-3.01687 0.500557 0 0 0 0 
-2.90864 0.500557 0 0 0 0 
-2.80041 0.500557 0 0 0 0 
-2.69219 0.500557 0 0 0 0 
-2.58396 0.500557 0 0 0 0 
-2.47573 0.500557 0 0 0 0 
-2.3675 0.500557 0 0 0 0 
-2.25927 0.500557 0 0 0 0 
-2.15104 0.500557 0 0 0 0 
-2.04281 0.500557 0 0 0 0 
-1.93459 0.500557 0 0 0 0 
-3.77447 0.527614 0 0 0 0 
-3.66624 0.527614 0 0 0 0 
-3.55801 0.527614 0 0 0 0 
-3.44979 0.527614 0 0 0 0 
-3.34156 0.527614 0 0 0 0 
-3.23333 0.527614 0 0 0 0 
-3.1251 0.527614 0 0 0 0 
-3.01687 0.527614 0 0 0 0 
-2.90864 0.527614 0 0 0 0 
-2.80041 0.527614 0 0 0 0 
-2.69219 0.527614 0 0 0 0 
-2.58396 0.527614 0 0 0 0 
-2.47573 0.527614 0 0 0 0 
-2.3675 0.527614 0 0 0 0 
-2.25927 0.527614 0 0 0 0 
-2.15104 0.527614 0 0 0 0 
-2.04281 0.527614 0 0 0 0 
-1.93459 0.527614 0 0 0 0 
-3.77447 0.554671 0 0 0 0 
-3.66624 0.554671 0 0 0 0 
-3.55801 0.554671 0 0 0 0 
-3.44979 0.554671 0 0 0 0 
-3.34156 0.554671 0 0 0 0 
-3.23333 0.554671 0 0 0 0 
-3.1251 0.554671 0 0 0 0 
-3.01687 0.554671 0 0 0 0 
-2.90864 0.554671 0 0 0 0 
-2.80041 0.554671 0 0 0 0 
-2.69219 0.554671 0 0 0 0 
-2.58396 0.554671 0 0 0 0 
-2.47573 0.554671 0 0 0 0 
-2.3675 0.554671 0 0 0 0 
-2.25927 0.554671 0 0 0 0 
-2.15104 0.554671 0 0 0 0 
-2.04281 0.554671 0 0 0 0 
-1.93459 0.554671 0 0 0 0 
-3.77447 0.581729 0 0 0 0 
-3.66624 0.581729 0 0 0 0 
-3.55801 0.581729 0 0 0 0 
-3.44979 0.581729 0 0 0 0 
-3.34156 0.581729 0 0 0 0 
-3.23333 0.581729 0 0 0 0 
-3.1251 0.581729 0 0 0 0 
-3.01687 0.581729 0 0 0 0 
-2.90864 0.581729 0 0 0 0 
-2.80041 0.581729 0 0 0 0 
-2.69219 0.581729 0 0 0 0 
-2.58396 0.581729 0 0 0 0 
-2.47573 0.581729 0 0 0 0 
-2.3675 0.581729 0 0 0 0 
-2.25927 0.581729 0 0 0 0 
-2.15104 0.581729 0 0 0 0 
-2.04281 0.581729 0 0 0 0 
-1.93459 0.581729 0 0 0 0 
-3.77447 0.608786 0 0 0 0 
-3.66624 0.608786 0 0 0 0 
-3.55801 0.608786 0 0 0 0 
-3.44979 0.608786 0 0 0 0 
-3.34156 0.608786 0 0 0 0 
-3.23333 0.608786 0 0 0 0 
-3.1251 0.608786 0 0 0 0 
-3.01687 0.608786 0 0 0 0 
-2.90864 0.608786 0 0 0 0 
-2.80041 0.608786 0 0 0 0 
-2.69219 0.608786 0 0 0 0 
-2.58396 0.608786 0 0 0 0 
-2.47573 0.608786 0 0 0 0 
-2.3675 0.608786 0 0 0 0 
-2.25927 0.608786 0 0 0 0 
-2.15104 0.608786 0 0 0 0 
-2.04281 0.608786 0 0 0 0 
-1.93459 0.608786 0 0 0 0 
-3.77447 0.635843 0 0 0 0 
-3.66624 0.635843 0 0 0 0 
-3.55801 0.635843 0 0 0 0 
-3.44979 0.635843 0 0 0 0 
-3.34156 0.635843 0 0 0 0 
-3.23333 0.635843 0 0 0 0 
-3.1251 0.635843 0 0 0 0 
-3.01687 0.635843 0 0 0 0 
-2.90864 0.635843 0 0 0 0 
-2.80041 0.635843 0 0 0 0 
-2.69219 0.635843 0 0 0 0 
-2.58396 0.635843 0 0 0 0 
-2.47573 0.635843 0 0 0 0 
-2.3675 0.635843 0 0 0 0 
-2.25927 0.635843 0 0 0 0 
-2.15104 0.635843 0 0 0 0 
-2.04281 0.635843 0 0 0 0 
-1.93459 0.635843 0 0 0 0 
-3.77447 0.6629 0 0 0 0 
-3.66624 0.6629 0 0 0 0 
-3.55801 0.6629 0 0 0 0 
-3.44979 0.6629 0 0 0 0 
-3.34156 0.6629 0 0 0 0 
-3.23333 0.6629 0 0 0 0 
-3.1251 0.6629 0 0 0 0 
-3.01687 0.6629 0 0 0 0 
-2.90864 0.6629 0 0 0 0 
-2.80041 0.6629 0 0 0 0 
-2.69219 0.6629 0 0 0 0 
-2.58396 0.6629 0 0 0 0 
-2.47573 0.6629 0 0 0 0 
-2.3675 0.6629 0 0 0 0 
-2.25927 0.6629 0 0 0 0 
-2.15104 0.6629 0 0 0 0 
-2.04281 0.6629 0 0 0 0 
-1.93459 0.6629 0 0 0 0 
-3.77447 0.689957 0 0 0 0 
-3.66624 0.689957 0 0 0 0 
-3.55801 0.689957 0 0 0 0 
-3.44979 0.689957 0 0 0 0 
-3.34156 0.689957 0 0 0 0 
-3.23333 0.689957 0 0 0 0 
-3.1251 0.689957 0 0 0 0 
-3.01687 0.689957 0 0 0 0 
-2.90864 0.689957 0 0 0 0 
-2.80041 0.689957 0 0 0 0 
-2.69219 0.689957 0 0 0 0 
-2.58396 0.689957 0 0 0 0 
-2.47573 0.689957 0 0 0 0 
-2.3675 0.689957 0 0 0 0 
-2.25927 0.689957 0 0 0 0 
-2.15104 0.689957 0 0 0 0 
-2.04281 0.689957 0 0 0 0 
-1.93459 0.689957 0 0 0 0 
-3.77447 0.717014 0 0 0 0 
-3.66624 0.717014 0 0 0 0 
-3.55801 0.717014 0 0 0 0 
-3.44979 0.717014 0 0 0 0 
-3.34156 0.717014 0 0 0 0 
-3.23333 0.717014 0 0 0 0 
-3.1251 0.717014 0 0 0 0 
-3.01687 0.717014 0 0 0 0 
-2.90864 0.717014 0 0 0 0 
-2.80041 0.717014 0 0 0 0 
-2.69219 0.717014 0 0 0 0 
-2.58396 0.717014 0 0 0 0 
-2.47573 0.717014 0 0 0 0 
-2.3675 0.717014 0 0 0 0 
-2.25927 0.717014 0 0 0 0 
-2.15104 0.717014 0 0 0 0 
-2.04281 0.717014 0 0 0 0 
-1.93459 0.717014 0 0 0 0 
-3.77447 0.744071 0 0 0 0 
-3.66624 0.744071 0 0 0 0 
-3.55801 0.744071 0 0 0 0 
-3.44979 0.744071 0 0 0 0 
-3.34156 0.744071 0 0 0 0 
-3.23333 0.744071 0 0 0 0 
-3.1251 0.744071 0 0 0 0 
-3.01687 0.744071 0 0 0 0 
-2.90864 0.744071 0 0 0 0 
-2.80041 0.744071 0 0 0 0 
-2.69219 0.744071 0 0 0 0 
-2.58396 0.744071 0 0 0 0 
-2.47573 0.744071 0 0 0 0 
-2.3675 0.744071 0 0 0 0 
-2.25927 0.744071 0 0 0 0 
-2.15104 0.744071 0 0 0 0 
-2.04281 0.744071 0 0 0 0 
-1.93459 0.744071 0 0 0 0 
-3.77447 0.771129 0 0 0 0 
-3.66624 0.771129 0 0 0 0 
-3.55801 0.771129 0 0 0 0 
-3.44979 0.771129 0 0 0 0 
-3.34156 0.771129 0 0 0 0 
-3.23333 0.771129 0 0 0 0 
-3.1251 0.771129 0 0 0 0 
-3.01687 0.771129 0 0 0 0 
-2.90864 0.771129 0 0 0 0 
-2.80041 0.771129 0 0 0 0 
-2.69219 0.771129 0 0 0 0 
-2.58396 0.771129 0 0 0 0 
-2.47573 0.771129 0 0 0 0 
-2.3675 0.771129 0 0 0 0 
-2.25927 0.771129 0 0 0 0 
-2.15104 0.771129 0 0 0 0 
-2.04281 0.771129 0 0 0 0 
-1.93459 0.771129 0 0 0 0 
-3.77447 0.798186 0 0 0 0 
-3.66624 0.798186 0 0 0 0 
-3.55801 0.798186 0 0 0 0 
-3.44979 0.798186 0 0 0 0 
-3.34156 0.798186 0 0 0 0 
-3.23333 0.798186 0 0 0 0 
-3.1251 0.798186 0 0 0 0 
-3.01687 0.798186 0 0 0 0 
-2.90864 0.798186 0 0 0 0 
-2.80041 0.798186 0 0 0 0 
-2.69219 0.798186 0 0 0 0 
-2.58396 0.798186 0 0 0 0 
-2.47573 0.798186 0 0 0 0 
-2.3675 0.798186 0 0 0 0 
-2.25927 0.798186 0 0 0 0 
-2.15104 0.798186 0 0 0 0 
-2.04281 0.798186 0 0 0 0 
-1.93459 0.798186 0 0 0 0 
-3.77447 0.825243 0 0 0 0 
-3.66624 0.825243 0 0 0 0 
-3.55801 0.825243 0 0 0 0 
-3.44979 0.825243 0 0 0 0 
-3.34156 0.825243 0 0 0 0 
-3.23333 0.825243 0 0 0 0 
-3.1251 0.825243 0 0 0 0 
-3.01687 0.825243 0 0 0 0 
-2.90864 0.825243 0 0 0 0 
-2.80041 0.825243 0 0 0 0 
-2.69219 0.825243 0 0 0 0 
-2.58396 0.825243 0 0 0 0 
-2.47573 0.825243 0 0 0 0 
-2.3675 0.825243 0 0 0 0 
-2.25927 0.825243 0 0 0 0 
-2.15104 0.825243 0 0 0 0 
-2.04281 0.825243 0 0 0 0 
-1.93459 0.825243 0 0 0 0 
-3.77447 0.8523 0 0 0 0 
-3.66624 0.8523 0 0 0 0 
-3.55801 0.8523 0 0 0 0 
-3.44979 0.8523 0 0 0 0 
-3.34156 0.8523 0 0 0 0 
-3.23333 0.8523 0 0 0 0 
-3.1251 0.8523 0 0 0 0 
-3.01687 0.8523 0 0 0 0 
-2.90864 0.8523 0 0 0 0 
-2.80041 0.8523 0 0 0 0 
-2.69219 0.8523 0 0 0 0 
-2.58396 0.8523 0 0 0 0 
-2.47573 0.8523 0 0 0 0 
-2.3675 0.8523 0 0 0 0 
-2.25927 0.8523 0 0 0 0 
-2.15104 0.8523 0 0 0 0 
-2.04281 0.8523 0 0 0 0 
-1.93459 0.8523 0 0 0 0 
-3.77447 0.879357 0 0 0 0 
-3.66624 0.879357 0 0 0 0 
-3.55801 0.879357 0 0 0 0 
-3.44979 0.879357 0 0 0 0 
-3.34156 0.879357 0 0 0 0 
-3.23333 0.879357 0 0 0 0 
-3.1251 0.879357 0 0 0 0 
-3.01687 0.879357 0 0 0 0 
-2.90864 0.879357 0 0 0 0 
-2.80041 0.879357 0 0 0 0 
-2.69219 0.879357 0 0 0 0 
-2.58396 0.879357 0 0 0 0 
-2.47573 0.879357 0 0 0 0 
-2.3675 0.879357 0 0 0 0 
-2.25927 0.879357 0 0 0 0 
-2.15104 0.879357 0 0 0 0 
-2.04281 0.879357 0 0 0 0 
-1.93459 0.879357 0 0 0 0 
-3.77447 0.906414 0 0 0 0 
-3.66624 0.906414 0 0 0 0 
-3.55801 0.906414 0 0 0 0 
-3.44979 0.906414 0 0 0 0 
-3.34156 0.906414 0 0 0 0 
-3.23333 0.906414 0 0 0 0 
-3.1251 0.906414 0 0 0 0 
-3.01687 0.906414 0 0 0 0 
-2.90864 0.906414 0 0 0 0 
-2.80041 0.906414 0 0 0 0 
-2.69219 0.906414 0 0 0 0 
-2.58396 0.906414 0 0 0 0 
-2.47573 0.906414 0 0 0 0 
-2.3675 0.906414 0 0 0 0 
-2.25927 0.906414 0 0 0 0 
-2.15104 0.906414 0 0 0 0 
-2.04281 0.906414 0 0 0 0 
-1.93459 0.906414 0 0 0 0 
-3.77447 0.933471 0 0 0 0 
-3.66624 0.933471 0 0 0 0 
-3.55801 0.933471 0 0 0 0 
-3.44979 0.933471 0 0 0 0 
-3.34156 0.933471 0 0 0 0 
-3.23333 0.933471 0 0 0 0 
-3.1251 0.933471 0 0 0 0 
-3.01687 0.933471 0 0 0 0 
-2.90864 0.933471 0 0 0 0 
-2.80041 0.933471 0 0 0 0 
-2.69219 0.933471 0 0 0 0 
-2.58396 0.933471 0 0 0 0 
-2.47573 0.933471 0 0 0 0 
-2.3675 0.933471 0 0 0 0 
-2.25927 0.933471 0 0 0 0 
-2.15104 0.933471 0 0 0 0 
-2.04281 0.933471 0 0 0 0 
-1.93459 0.933471 0 0 0 0 
-3.77447 0.960529 0 0 0 0 
-3.66624 0.960529 0 0 0 0 
-3.55801 0.960529 0 0 0 0 
-3.44979 0.960529 0 0 0 0 
-3.34156 0.960529 0 0 0 0 
-3.23333 0.960529 0 0 0 0 
-3.1251 0.960529 0 0 0 0 
-3.01687 0.960529 0 0 0 0 
-2.90864 0.960529 0 0 0 0 
-2.80041 0.960529 0 0 0 0 
-2.69219 0.960529 0 0 0 0 
-2.58396 0.960529 0 0 0 0 
-2.47573 0.960529 0 0 0 0 
-2.3675 0.960529 0 0 0 0 
-2.25927 0.960529 0 0 0 0 
-2.15104 0.960529 0 0 0 0 
-2.04281 0.960529 0 0 0 0 
-1.93459 0.960529 0 0 0 0 
-3.77447 0.987586 0 0 0 0 
-3.66624 0.987586 0 0 0 0 
-3.55801 0.987586 0 0 0 0 
-3.44979 0.987586 0 0 0 0 
-3.34156 0.987586 0 0 0 0 
-3.23333 0.987586 0 0 0 0 
-3.1251 0.987586 0 0 0 0 
-3.01687 0.987586 0 0 0 0 
-2.90864 0.987586 0 0 0 0 
-2.80041 0.987586 0 0 0 0 
-2.69219 0.987586 0 0 0 0 
-2.58396 0.987586 0 0 0 0 
-2.47573 0.987586 0 0 0 0 
-2.3675 0.987586 0 0 0 0 
-2.25927 0.987586 0 0 0 0 
-2.15104 0.987586 0 0 0 0 
-2.04281 0.987586 0 0 0 0 
-1.93459 0.987586 0 0 0 0 
-3.77447 1.01464 0 0 0 0 
-3.66624 1.01464 0 0 0 0 
-3.55801 1.01464 0 0 0 0 
-3.44979 1.01464 0 0 0 0 
-3.34156 1.01464 0 0 0 0 
-3.23333 1.01464 0 0 0 0 
-3.1251 1.01464 0 0 0 0 
