ITEM: TIMESTEP
1141
ITEM: NUMBER OF CELLS
1200
ITEM: BOX BOUNDS oo pp pp
0.187083 0 0 0 0 0 
0.190417 0 0 0 0 0 
0.19375 0 0 0 0 0 
0.197083 0 0 0 0 0 
0.200417 0 0 0 0 0 
0.20375 0 0 0 0 0 
0.207083 0 0 0 0 0 
0.210417 0 0 0 0 0 
0.21375 0 0 0 0 0 
0.217083 0 0 0 0 0 
0.220417 0 0 0 0 0 
0.22375 0 0 0 0 0 
0.227083 0 0 0 0 0 
0.230417 0 0 0 0 0 
0.23375 0 0 0 0 0 
0.237083 0 0 0 0 0 
0.240417 0 0 0 0 0 
0.24375 0 0 0 0 0 
0.247083 0 0 0 0 0 
0.00125 0 0 0 0 0 
0.00458333 0 0 0 0 0 
0.00791667 0 0 0 0 0 
0.01125 0 0 0 0 0 
0.0145833 0 0 0 0 0 
0.0179167 0 0 0 0 0 
0.02125 0 0 0 0 0 
0.0245833 0 0 0 0 0 
0.0279167 0 0 0 0 0 
0.03125 0 0 0 0 0 
0.0345833 0 0 0 0 0 
0.0379167 0 0 0 0 0 
0.04125 0 0 0 0 0 
0.0445833 0 0 0 0 0 
0.0479167 0 0 0 0 0 
0.05125 0 0 0 0 0 
0.0545833 0 0 0 0 0 
0.0579167 0 0 0 0 0 
0.06125 0 0 0 0 0 
0.0645833 0 0 0 0 0 
0.0679167 0 0 0 0 0 
0.07125 0 0 0 0 0 
0.0745833 0 0 0 0 0 
0.0779167 0 0 0 0 0 
0.08125 0 0 0 0 0 
0.0845833 0 0 0 0 0 
0.0879167 0 0 0 0 0 
0.09125 0 0 0 0 0 
0.0945833 0 0 0 0 0 
0.0979167 0 0 0 0 0 
0.10125 0 0 0 0 0 
0.104583 0 0 0 0 0 
0.107917 0 0 0 0 0 
0.11125 0 0 0 0 0 
0.114583 0 0 0 0 0 
0.117917 0 0 0 0 0 
0.12125 0 0 0 0 0 
0.124583 0 0 0 0 0 
0.127917 0 0 0 0 0 
0.13125 0 0 0 0 0 
0.134583 0 0 0 0 0 
0.137917 0 0 0 0 0 
0.14125 0 0 0 0 0 
0.144583 0 0 0 0 0 
0.147917 0 0 0 0 0 
0.15125 0 0 0 0 0 
0.154583 0 0 0 0 0 
0.157917 0 0 0 0 0 
0.16125 0 0 0 0 0 
0.164583 0 0 0 0 0 
0.167917 0 0 0 0 0 
0.17125 0 0 0 0 0 
0.174583 0 0 0 0 0 
0.177917 0 0 0 0 0 
0.18125 0 0 0 0 0 
0.184583 0 0 0 0 0 
0.187917 0 0 0 0 0 
0.19125 0 0 0 0 0 
0.194583 0 0 0 0 0 
0.197917 0 0 0 0 0 
0.20125 0 0 0 0 0 
0.204583 0 0 0 0 0 
0.207917 0 0 0 0 0 
0.21125 0 0 0 0 0 
0.214583 0 0 0 0 0 
0.217917 0 0 0 0 0 
0.22125 0 0 0 0 0 
0.224583 0 0 0 0 0 
0.227917 0 0 0 0 0 
0.23125 0 0 0 0 0 
0.234583 0 0 0 0 0 
0.237917 0 0 0 0 0 
0.24125 0 0 0 0 0 
0.244583 0 0 0 0 0 
0.247917 0 0 0 0 0 
0.00208333 0 0 0 0 0 
0.00541667 0 0 0 0 0 
0.00875 0 0 0 0 0 
0.0120833 0 0 0 0 0 
0.0154167 0 0 0 0 0 
0.01875 0 0 0 0 0 
0.0220833 0 0 0 0 0 
0.0254167 0 0 0 0 0 
0.02875 0 0 0 0 0 
0.0320833 0 0 0 0 0 
0.0354167 0 0 0 0 0 
0.03875 0 0 0 0 0 
0.0420833 0 0 0 0 0 
0.0454167 0 0 0 0 0 
0.04875 0 0 0 0 0 
0.0520833 0 0 0 0 0 
0.0554167 0 0 0 0 0 
0.05875 0 0 0 0 0 
0.0620833 0 0 0 0 0 
0.0654167 0 0 0 0 0 
0.06875 0 0 0 0 0 
0.0720833 0 0 0 0 0 
0.0754167 0 0 0 0 0 
0.07875 0 0 0 0 0 
0.0820833 0 0 0 0 0 
0.0854167 0 0 0 0 0 
0.08875 0 0 0 0 0 
0.0920833 0 0 0 0 0 
0.0954167 0 0 0 0 0 
0.09875 0 0 0 0 0 
0.102083 0 0 0 0 0 
0.105417 0 0 0 0 0 
0.10875 0 0 0 0 0 
0.112083 0 0 0 0 0 
0.115417 0 0 0 0 0 
0.11875 0 0 0 0 0 
0.122083 0 0 0 0 0 
0.125417 0 0 0 0 0 
0.12875 0 0 0 0 0 
0.132083 0 0 0 0 0 
0.135417 0 0 0 0 0 
0.13875 0 0 0 0 0 
0.142083 0 0 0 0 0 
0.145417 0 0 0 0 0 
0.14875 0 0 0 0 0 
0.152083 0 0 0 0 0 
0.155417 0 0 0 0 0 
0.15875 0 0 0 0 0 
0.162083 0 0 0 0 0 
0.165417 0 0 0 0 0 
0.16875 0 0 0 0 0 
0.172083 0 0 0 0 0 
0.175417 0 0 0 0 0 
0.17875 0 0 0 0 0 
0.182083 0 0 0 0 0 
0.185417 0 0 0 0 0 
0.18875 0 0 0 0 0 
0.192083 0 0 0 0 0 
0.195417 0 0 0 0 0 
0.19875 0 0 0 0 0 
0.202083 0 0 0 0 0 
0.205417 0 0 0 0 0 
0.20875 0 0 0 0 0 
0.212083 0 0 0 0 0 
0.215417 0 0 0 0 0 
0.21875 0 0 0 0 0 
0.222083 0 0 0 0 0 
0.225417 0 0 0 0 0 
0.22875 0 0 0 0 0 
0.232083 0 0 0 0 0 
0.235417 0 0 0 0 0 
0.23875 0 0 0 0 0 
0.242083 0 0 0 0 0 
0.245417 0 0 0 0 0 
0.24875 0 0 0 0 0 
0.00291667 0 0 0 0 0 
0.00625 0 0 0 0 0 
0.00958333 0 0 0 0 0 
0.0129167 0 0 0 0 0 
0.01625 0 0 0 0 0 
0.0195833 0 0 0 0 0 
0.0229167 0 0 0 0 0 
0.02625 0 0 0 0 0 
0.0295833 0 0 0 0 0 
0.0329167 0 0 0 0 0 
0.03625 0 0 0 0 0 
0.0395833 0 0 0 0 0 
0.0429167 0 0 0 0 0 
0.04625 0 0 0 0 0 
0.0495833 0 0 0 0 0 
0.0529167 0 0 0 0 0 
0.05625 0 0 0 0 0 
0.0595833 0 0 0 0 0 
0.0629167 0 0 0 0 0 
0.06625 0 0 0 0 0 
0.0695833 0 0 0 0 0 
0.0729167 0 0 0 0 0 
0.07625 0 0 0 0 0 
0.0795833 0 0 0 0 0 
0.0829167 0 0 0 0 0 
0.08625 0 0 0 0 0 
0.0895833 0 0 0 0 0 
0.0929167 0 0 0 0 0 
0.09625 0 0 0 0 0 
0.0995833 0 0 0 0 0 
0.102917 0 0 0 0 0 
0.10625 0 0 0 0 0 
0.109583 0 0 0 0 0 
0.112917 0 0 0 0 0 
0.11625 0 0 0 0 0 
0.119583 0 0 0 0 0 
0.122917 0 0 0 0 0 
0.12625 0 0 0 0 0 
0.129583 0 0 0 0 0 
0.132917 0 0 0 0 0 
0.13625 0 0 0 0 0 
0.139583 0 0 0 0 0 
0.142917 0 0 0 0 0 
0.14625 0 0 0 0 0 
0.149583 0 0 0 0 0 
0.152917 0 0 0 0 0 
0.15625 0 0 0 0 0 
0.159583 0 0 0 0 0 
0.162917 0 0 0 0 0 
0.16625 0 0 0 0 0 
0.169583 0 0 0 0 0 
0.172917 0 0 0 0 0 
0.17625 0 0 0 0 0 
0.179583 0 0 0 0 0 
0.182917 0 0 0 0 0 
0.18625 0 0 0 0 0 
0.189583 0 0 0 0 0 
0.192917 0 0 0 0 0 
0.19625 0 0 0 0 0 
0.199583 0 0 0 0 0 
0.202917 0 0 0 0 0 
0.20625 0 0 0 0 0 
0.209583 0 0 0 0 0 
0.212917 0 0 0 0 0 
0.21625 0 0 0 0 0 
0.219583 0 0 0 0 0 
0.222917 0 0 0 0 0 
0.22625 0 0 0 0 0 
0.229583 0 0 0 0 0 
0.232917 0 0 0 0 0 
0.23625 0 0 0 0 0 
0.239583 0 0 0 0 0 
0.242917 0 0 0 0 0 
0.24625 0 0 0 0 0 
0.249583 0 0 0 0 0 
0.25125 0 0 0 0 0 
0.254583 0 0 0 0 0 
0.257917 0 0 0 0 0 
0.26125 0 0 0 0 0 
0.264583 0 0 0 0 0 
0.267917 0 0 0 0 0 
0.27125 0 0 0 0 0 
0.274583 0 0 0 0 0 
0.277917 0 0 0 0 0 
0.28125 0 0 0 0 0 
0.284583 0 0 0 0 0 
0.287917 0 0 0 0 0 
0.29125 0 0 0 0 0 
0.294583 0 0 0 0 0 
0.297917 0 0 0 0 0 
0.30125 0 0 0 0 0 
0.304583 0 0 0 0 0 
0.307917 0 0 0 0 0 
0.31125 0 0 0 0 0 
0.314583 0 0 0 0 0 
0.317917 0 0 0 0 0 
0.32125 0 0 0 0 0 
0.324583 0 0 0 0 0 
0.327917 0 0 0 0 0 
0.33125 0 0 0 0 0 
0.334583 0 0 0 0 0 
0.337917 0 0 0 0 0 
0.34125 0 0 0 0 0 
0.344583 0 0 0 0 0 
0.347917 0 0 0 0 0 
0.35125 0 0 0 0 0 
0.354583 0 0 0 0 0 
0.357917 0 0 0 0 0 
0.36125 0 0 0 0 0 
0.364583 0 0 0 0 0 
0.367917 0 0 0 0 0 
0.37125 0 0 0 0 0 
0.374583 0 0 0 0 0 
0.377917 0 0 0 0 0 
0.38125 0 0 0 0 0 
0.384583 0 0 0 0 0 
0.387917 0 0 0 0 0 
0.39125 0 0 0 0 0 
0.394583 0 0 0 0 0 
0.397917 0 0 0 0 0 
0.40125 0 0 0 0 0 
0.404583 0 0 0 0 0 
0.407917 0 0 0 0 0 
0.41125 0 0 0 0 0 
0.414583 0 0 0 0 0 
0.417917 0 0 0 0 0 
0.42125 0 0 0 0 0 
0.424583 0 0 0 0 0 
0.427917 0 0 0 0 0 
0.43125 0 0 0 0 0 
0.434583 0 0 0 0 0 
0.437917 0 0 0 0 0 
0.44125 0 0 0 0 0 
0.444583 0 0 0 0 0 
0.447917 0 0 0 0 0 
0.45125 0 0 0 0 0 
0.454583 0 0 0 0 0 
0.457917 0 0 0 0 0 
0.46125 0 0 0 0 0 
0.464583 0 0 0 0 0 
0.467917 0 0 0 0 0 
0.47125 0 0 0 0 0 
0.474583 0 0 0 0 0 
0.477917 0 0 0 0 0 
0.48125 0 0 0 0 0 
0.484583 0 0 0 0 0 
0.487917 0 0 0 0 0 
0.49125 0 0 0 0 0 
0.494583 0 0 0 0 0 
0.497917 0 0 0 0 0 
0.250417 0 0 0 0 0 
0.25375 0 0 0 0 0 
0.257083 0 0 0 0 0 
0.260417 0 0 0 0 0 
0.26375 0 0 0 0 0 
0.267083 0 0 0 0 0 
0.270417 0 0 0 0 0 
0.27375 0 0 0 0 0 
0.277083 0 0 0 0 0 
0.280417 0 0 0 0 0 
0.28375 0 0 0 0 0 
0.287083 0 0 0 0 0 
0.290417 0 0 0 0 0 
0.29375 0 0 0 0 0 
0.297083 0 0 0 0 0 
0.300417 0 0 0 0 0 
0.30375 0 0 0 0 0 
0.307083 0 0 0 0 0 
0.310417 0 0 0 0 0 
0.31375 0 0 0 0 0 
0.317083 0 0 0 0 0 
0.320417 0 0 0 0 0 
0.32375 0 0 0 0 0 
0.327083 0 0 0 0 0 
0.330417 0 0 0 0 0 
0.33375 0 0 0 0 0 
0.337083 0 0 0 0 0 
0.340417 0 0 0 0 0 
0.34375 0 0 0 0 0 
0.347083 0 0 0 0 0 
0.350417 0 0 0 0 0 
0.35375 0 0 0 0 0 
0.357083 0 0 0 0 0 
0.360417 0 0 0 0 0 
0.36375 0 0 0 0 0 
0.367083 0 0 0 0 0 
0.370417 0 0 0 0 0 
0.37375 0 0 0 0 0 
0.377083 0 0 0 0 0 
0.380417 0 0 0 0 0 
0.38375 0 0 0 0 0 
0.387083 0 0 0 0 0 
0.390417 0 0 0 0 0 
0.39375 0 0 0 0 0 
0.397083 0 0 0 0 0 
0.400417 0 0 0 0 0 
0.40375 0 0 0 0 0 
0.407083 0 0 0 0 0 
0.410417 0 0 0 0 0 
0.41375 0 0 0 0 0 
0.417083 0 0 0 0 0 
0.420417 0 0 0 0 0 
0.42375 0 0 0 0 0 
0.427083 0 0 0 0 0 
0.430417 0 0 0 0 0 
0.43375 0 0 0 0 0 
0.437083 0 0 0 0 0 
0.440417 0 0 0 0 0 
0.44375 0 0 0 0 0 
0.447083 0 0 0 0 0 
0.450417 0 0 0 0 0 
0.45375 0 0 0 0 0 
0.457083 0 0 0 0 0 
0.460417 0 0 0 0 0 
0.46375 0 0 0 0 0 
0.467083 0 0 0 0 0 
0.470417 0 0 0 0 0 
0.47375 0 0 0 0 0 
0.477083 0 0 0 0 0 
0.480417 0 0 0 0 0 
0.48375 0 0 0 0 0 
0.487083 0 0 0 0 0 
0.490417 0 0 0 0 0 
0.49375 0 0 0 0 0 
0.497083 0 0 0 0 0 
0.252083 0 0 0 0 0 
0.255417 0 0 0 0 0 
0.25875 0 0 0 0 0 
0.262083 0 0 0 0 0 
0.265417 0 0 0 0 0 
0.26875 0 0 0 0 0 
0.272083 0 0 0 0 0 
0.275417 0 0 0 0 0 
0.27875 0 0 0 0 0 
0.282083 0 0 0 0 0 
0.285417 0 0 0 0 0 
0.28875 0 0 0 0 0 
0.292083 0 0 0 0 0 
0.295417 0 0 0 0 0 
0.29875 0 0 0 0 0 
0.302083 0 0 0 0 0 
0.305417 0 0 0 0 0 
0.30875 0 0 0 0 0 
0.312083 0 0 0 0 0 
0.315417 0 0 0 0 0 
0.31875 0 0 0 0 0 
0.322083 0 0 0 0 0 
0.325417 0 0 0 0 0 
0.32875 0 0 0 0 0 
0.332083 0 0 0 0 0 
0.335417 0 0 0 0 0 
0.33875 0 0 0 0 0 
0.342083 0 0 0 0 0 
0.345417 0 0 0 0 0 
0.34875 0 0 0 0 0 
0.352083 0 0 0 0 0 
0.355417 0 0 0 0 0 
0.35875 0 0 0 0 0 
0.362083 0 0 0 0 0 
0.365417 0 0 0 0 0 
0.36875 0 0 0 0 0 
0.372083 0 0 0 0 0 
0.375417 0 0 0 0 0 
0.37875 0 0 0 0 0 
0.382083 0 0 0 0 0 
0.385417 0 0 0 0 0 
0.38875 0 0 0 0 0 
0.392083 0 0 0 0 0 
0.395417 0 0 0 0 0 
0.39875 0 0 0 0 0 
0.402083 0 0 0 0 0 
0.405417 0 0 0 0 0 
0.40875 0 0 0 0 0 
0.412083 0 0 0 0 0 
0.415417 0 0 0 0 0 
0.41875 0 0 0 0 0 
0.422083 0 0 0 0 0 
0.425417 0 0 0 0 0 
0.42875 0 0 0 0 0 
0.432083 0 0 0 0 0 
0.435417 0 0 0 0 0 
0.43875 0 0 0 0 0 
0.442083 0 0 0 0 0 
0.445417 0 0 0 0 0 
0.44875 0 0 0 0 0 
0.452083 0 0 0 0 0 
0.455417 0 0 0 0 0 
0.45875 0 0 0 0 0 
0.462083 0 0 0 0 0 
0.465417 0 0 0 0 0 
0.46875 0 0 0 0 0 
0.472083 0 0 0 0 0 
0.475417 0 0 0 0 0 
0.47875 0 0 0 0 0 
0.482083 0 0 0 0 0 
0.485417 0 0 0 0 0 
0.48875 0 0 0 0 0 
0.492083 0 0 0 0 0 
0.495417 0 0 0 0 0 
0.49875 0 0 0 0 0 
0.252917 0 0 0 0 0 
0.25625 0 0 0 0 0 
0.259583 0 0 0 0 0 
0.262917 0 0 0 0 0 
0.26625 0 0 0 0 0 
0.269583 0 0 0 0 0 
0.272917 0 0 0 0 0 
0.27625 0 0 0 0 0 
0.279583 0 0 0 0 0 
0.282917 0 0 0 0 0 
0.28625 0 0 0 0 0 
0.289583 0 0 0 0 0 
0.292917 0 0 0 0 0 
0.29625 0 0 0 0 0 
0.299583 0 0 0 0 0 
0.302917 0 0 0 0 0 
0.30625 0 0 0 0 0 
0.309583 0 0 0 0 0 
0.312917 0 0 0 0 0 
0.31625 0 0 0 0 0 
0.319583 0 0 0 0 0 
0.322917 0 0 0 0 0 
0.32625 0 0 0 0 0 
0.329583 0 0 0 0 0 
0.332917 0 0 0 0 0 
0.33625 0 0 0 0 0 
0.339583 0 0 0 0 0 
0.342917 0 0 0 0 0 
0.34625 0 0 0 0 0 
0.349583 0 0 0 0 0 
0.352917 0 0 0 0 0 
0.35625 0 0 0 0 0 
0.359583 0 0 0 0 0 
0.362917 0 0 0 0 0 
0.36625 0 0 0 0 0 
0.369583 0 0 0 0 0 
0.372917 0 0 0 0 0 
0.37625 0 0 0 0 0 
0.379583 0 0 0 0 0 
0.382917 0 0 0 0 0 
0.38625 0 0 0 0 0 
0.389583 0 0 0 0 0 
0.392917 0 0 0 0 0 
0.39625 0 0 0 0 0 
0.399583 0 0 0 0 0 
0.402917 0 0 0 0 0 
0.40625 0 0 0 0 0 
0.409583 0 0 0 0 0 
0.412917 0 0 0 0 0 
0.41625 0 0 0 0 0 
0.419583 0 0 0 0 0 
0.422917 0 0 0 0 0 
0.42625 0 0 0 0 0 
0.429583 0 0 0 0 0 
0.432917 0 0 0 0 0 
0.43625 0 0 0 0 0 
0.439583 0 0 0 0 0 
0.442917 0 0 0 0 0 
0.44625 0 0 0 0 0 
0.449583 0 0 0 0 0 
0.452917 0 0 0 0 0 
0.45625 0 0 0 0 0 
0.459583 0 0 0 0 0 
0.462917 0 0 0 0 0 
0.46625 0 0 0 0 0 
0.469583 0 0 0 0 0 
0.472917 0 0 0 0 0 
0.47625 0 0 0 0 0 
0.479583 0 0 0 0 0 
0.482917 0 0 0 0 0 
0.48625 0 0 0 0 0 
0.489583 0 0 0 0 0 
0.492917 0 0 0 0 0 
0.49625 0 0 0 0 0 
0.499583 0 0 0 0 0 
0.502083 0 0 0 0 0 
0.505417 0 0 0 0 0 
0.50875 0 0 0 0 0 
0.512083 0 0 0 0 0 
0.515417 0 0 0 0 0 
0.51875 0 0 0 0 0 
0.522083 0 0 0 0 0 
0.525417 0 0 0 0 0 
0.52875 0 0 0 0 0 
0.532083 0 0 0 0 0 
0.535417 0 0 0 0 0 
0.53875 0 0 0 0 0 
0.542083 0 0 0 0 0 
0.545417 0 0 0 0 0 
0.54875 0 0 0 0 0 
0.552083 0 0 0 0 0 
0.555417 0 0 0 0 0 
0.55875 0 0 0 0 0 
0.562083 0 0 0 0 0 
0.565417 0 0 0 0 0 
0.56875 0 0 0 0 0 
0.572083 0 0 0 0 0 
0.575417 0 0 0 0 0 
0.57875 0 0 0 0 0 
0.582083 0 0 0 0 0 
0.585417 0 0 0 0 0 
0.58875 0 0 0 0 0 
0.592083 0 0 0 0 0 
0.595417 0 0 0 0 0 
0.59875 0 0 0 0 0 
0.602083 0 0 0 0 0 
0.605417 0 0 0 0 0 
0.60875 0 0 0 0 0 
0.612083 0 0 0 0 0 
0.615417 0 0 0 0 0 
0.61875 0 0 0 0 0 
0.622083 0 0 0 0 0 
0.625417 0 0 0 0 0 
0.62875 0 0 0 0 0 
0.632083 0 0 0 0 0 
0.635417 0 0 0 0 0 
0.63875 0 0 0 0 0 
0.642083 0 0 0 0 0 
0.645417 0 0 0 0 0 
0.64875 0 0 0 0 0 
0.652083 0 0 0 0 0 
0.655417 0 0 0 0 0 
0.65875 0 0 0 0 0 
0.662083 0 0 0 0 0 
0.665417 0 0 0 0 0 
0.66875 0 0 0 0 0 
0.672083 0 0 0 0 0 
0.675417 0 0 0 0 0 
0.67875 0 0 0 0 0 
0.682083 0 0 0 0 0 
0.685417 0 0 0 0 0 
0.68875 0 0 0 0 0 
0.692083 0 0 0 0 0 
0.695417 0 0 0 0 0 
0.69875 0 0 0 0 0 
0.702083 0 0 0 0 0 
0.705417 0 0 0 0 0 
0.70875 0 0 0 0 0 
0.712083 0 0 0 0 0 
0.715417 0 0 0 0 0 
0.71875 0 0 0 0 0 
0.722083 0 0 0 0 0 
0.725417 0 0 0 0 0 
0.72875 0 0 0 0 0 
0.732083 0 0 0 0 0 
0.735417 0 0 0 0 0 
0.73875 0 0 0 0 0 
0.742083 0 0 0 0 0 
0.745417 0 0 0 0 0 
0.74875 0 0 0 0 0 
0.500417 0 0 0 0 0 
0.50375 0 0 0 0 0 
0.507083 0 0 0 0 0 
0.510417 0 0 0 0 0 
0.51375 0 0 0 0 0 
0.517083 0 0 0 0 0 
0.520417 0 0 0 0 0 
0.52375 0 0 0 0 0 
0.527083 0 0 0 0 0 
0.530417 0 0 0 0 0 
0.53375 0 0 0 0 0 
0.537083 0 0 0 0 0 
0.540417 0 0 0 0 0 
0.54375 0 0 0 0 0 
0.547083 0 0 0 0 0 
0.550417 0 0 0 0 0 
0.55375 0 0 0 0 0 
0.557083 0 0 0 0 0 
0.560417 0 0 0 0 0 
0.56375 0 0 0 0 0 
0.567083 0 0 0 0 0 
0.570417 0 0 0 0 0 
0.57375 0 0 0 0 0 
0.577083 0 0 0 0 0 
0.580417 0 0 0 0 0 
0.58375 0 0 0 0 0 
0.587083 0 0 0 0 0 
0.590417 0 0 0 0 0 
0.59375 0 0 0 0 0 
0.597083 0 0 0 0 0 
0.600417 0 0 0 0 0 
0.60375 0 0 0 0 0 
0.607083 0 0 0 0 0 
0.610417 0 0 0 0 0 
0.61375 0 0 0 0 0 
0.617083 0 0 0 0 0 
0.620417 0 0 0 0 0 
0.62375 0 0 0 0 0 
0.627083 0 0 0 0 0 
0.630417 0 0 0 0 0 
0.63375 0 0 0 0 0 
0.637083 0 0 0 0 0 
0.640417 0 0 0 0 0 
0.64375 0 0 0 0 0 
0.647083 0 0 0 0 0 
0.650417 0 0 0 0 0 
0.65375 0 0 0 0 0 
0.657083 0 0 0 0 0 
0.660417 0 0 0 0 0 
0.66375 0 0 0 0 0 
0.667083 0 0 0 0 0 
0.670417 0 0 0 0 0 
0.67375 0 0 0 0 0 
0.677083 0 0 0 0 0 
0.680417 0 0 0 0 0 
0.68375 0 0 0 0 0 
0.687083 0 0 0 0 0 
0.690417 0 0 0 0 0 
0.69375 0 0 0 0 0 
0.697083 0 0 0 0 0 
0.700417 0 0 0 0 0 
0.70375 0 0 0 0 0 
0.707083 0 0 0 0 0 
0.710417 0 0 0 0 0 
0.71375 0 0 0 0 0 
0.717083 0 0 0 0 0 
0.720417 0 0 0 0 0 
0.72375 0 0 0 0 0 
0.727083 0 0 0 0 0 
0.730417 0 0 0 0 0 
0.73375 0 0 0 0 0 
0.737083 0 0 0 0 0 
0.740417 0 0 0 0 0 
0.74375 0 0 0 0 0 
0.747083 0 0 0 0 0 
0.50125 0 0 0 0 0 
0.504583 0 0 0 0 0 
0.507917 0 0 0 0 0 
0.51125 0 0 0 0 0 
0.514583 0 0 0 0 0 
0.517917 0 0 0 0 0 
0.52125 0 0 0 0 0 
0.524583 0 0 0 0 0 
0.527917 0 0 0 0 0 
0.53125 0 0 0 0 0 
0.534583 0 0 0 0 0 
0.537917 0 0 0 0 0 
0.54125 0 0 0 0 0 
0.544583 0 0 0 0 0 
0.547917 0 0 0 0 0 
0.55125 0 0 0 0 0 
0.554583 0 0 0 0 0 
0.557917 0 0 0 0 0 
0.56125 0 0 0 0 0 
0.564583 0 0 0 0 0 
0.567917 0 0 0 0 0 
0.57125 0 0 0 0 0 
0.574583 0 0 0 0 0 
0.577917 0 0 0 0 0 
0.58125 0 0 0 0 0 
0.584583 0 0 0 0 0 
0.587917 0 0 0 0 0 
0.59125 0 0 0 0 0 
0.594583 0 0 0 0 0 
0.597917 0 0 0 0 0 
0.60125 0 0 0 0 0 
0.604583 0 0 0 0 0 
0.607917 0 0 0 0 0 
0.61125 0 0 0 0 0 
0.614583 0 0 0 0 0 
0.617917 0 0 0 0 0 
0.62125 0 0 0 0 0 
0.624583 0 0 0 0 0 
0.627917 0 0 0 0 0 
0.63125 0 0 0 0 0 
0.634583 0 0 0 0 0 
0.637917 0 0 0 0 0 
0.64125 0 0 0 0 0 
0.644583 0 0 0 0 0 
0.647917 0 0 0 0 0 
0.65125 0 0 0 0 0 
0.654583 0 0 0 0 0 
0.657917 0 0 0 0 0 
0.66125 0 0 0 0 0 
0.664583 0 0 0 0 0 
0.667917 0 0 0 0 0 
0.67125 0 0 0 0 0 
0.674583 0 0 0 0 0 
0.677917 0 0 0 0 0 
0.68125 0 0 0 0 0 
0.684583 0 0 0 0 0 
0.687917 0 0 0 0 0 
0.69125 0 0 0 0 0 
0.694583 0 0 0 0 0 
0.697917 0 0 0 0 0 
0.70125 0 0 0 0 0 
0.704583 0 0 0 0 0 
0.707917 0 0 0 0 0 
0.71125 0 0 0 0 0 
0.714583 0 0 0 0 0 
0.717917 0 0 0 0 0 
0.72125 0 0 0 0 0 
0.724583 0 0 0 0 0 
0.727917 0 0 0 0 0 
0.73125 0 0 0 0 0 
0.734583 0 0 0 0 0 
0.737917 0 0 0 0 0 
0.74125 0 0 0 0 0 
0.744583 0 0 0 0 0 
0.747917 0 0 0 0 0 
0.502917 0 0 0 0 0 
0.50625 0 0 0 0 0 
0.509583 0 0 0 0 0 
0.512917 0 0 0 0 0 
0.51625 0 0 0 0 0 
0.519583 0 0 0 0 0 
0.522917 0 0 0 0 0 
0.52625 0 0 0 0 0 
0.529583 0 0 0 0 0 
0.532917 0 0 0 0 0 
0.53625 0 0 0 0 0 
0.539583 0 0 0 0 0 
0.542917 0 0 0 0 0 
0.54625 0 0 0 0 0 
0.549583 0 0 0 0 0 
0.552917 0 0 0 0 0 
0.55625 0 0 0 0 0 
0.559583 0 0 0 0 0 
0.562917 0 0 0 0 0 
0.56625 0 0 0 0 0 
0.569583 0 0 0 0 0 
0.572917 0 0 0 0 0 
0.57625 0 0 0 0 0 
0.579583 0 0 0 0 0 
0.582917 0 0 0 0 0 
0.58625 0 0 0 0 0 
0.589583 0 0 0 0 0 
0.592917 0 0 0 0 0 
0.59625 0 0 0 0 0 
0.599583 0 0 0 0 0 
0.602917 0 0 0 0 0 
0.60625 0 0 0 0 0 
0.609583 0 0 0 0 0 
0.612917 0 0 0 0 0 
