TITLE = "cavity_20000"
 VARIABLES = "X", "Y", "nrho", "U", "V","Temperature"
 ZONE T="cavity", I=100, J=100, K=1, F=POINT
3.9731e-09 -1.3055e-08 2.6981e+25 -4.5481 -0.55446 273.3
3.9731e-09 -1.1919e-08 2.6983e+25 -4.5147 -0.6506 273.08
3.9731e-09 -1.0784e-08 2.6976e+25 -4.5701 -0.71096 273.31
3.9731e-09 -9.649e-09 2.6988e+25 -4.4686 -0.73774 273.33
3.9731e-09 -8.5138e-09 2.6993e+25 -4.2974 -0.69526 273.29
3.9731e-09 -7.3787e-09 2.699e+25 -4.4313 -0.73413 273.54
3.9731e-09 -6.2435e-09 2.7018e+25 -4.2629 -0.8236 273.39
3.9731e-09 -5.1083e-09 2.7014e+25 -4.204 -0.89392 273.29
3.9731e-09 -3.9731e-09 2.7018e+25 -4.375 -0.84303 273.44
3.9731e-09 -2.838e-09 2.7035e+25 -4.1726 -0.92964 273.44
3.9731e-09 -1.7028e-09 2.7023e+25 -3.968 -0.91445 273.54
3.9731e-09 -5.6759e-10 2.7048e+25 -3.9705 -0.91233 273.48
3.9731e-09 5.6759e-10 2.7013e+25 -3.9343 -1.0214 273.52
3.9731e-09 1.7028e-09 2.7023e+25 -3.7099 -1.124 273.65
3.9731e-09 2.838e-09 2.7015e+25 -3.5301 -1.3022 273.55
3.9731e-09 3.9731e-09 2.7036e+25 -3.4974 -1.346 273.55
3.9731e-09 5.1083e-09 2.7023e+25 -3.0518 -1.2002 273.7
3.9731e-09 6.2435e-09 2.7015e+25 -2.6125 -0.96768 273.75
3.9731e-09 7.3787e-09 2.7034e+25 -2.2841 -0.97084 274.06
3.9731e-09 8.5138e-09 2.7007e+25 -1.9494 -1.1205 274.37
3.9731e-09 9.649e-09 2.704e+25 -1.4336 -1.246 274.31
3.9731e-09 1.0784e-08 2.7045e+25 -1.0596 -1.327 274.11
3.9731e-09 1.1919e-08 2.7072e+25 -0.58146 -1.262 274.01
3.9731e-09 1.3055e-08 2.7053e+25 0.023241 -1.0285 274.1
3.9731e-09 1.419e-08 2.7051e+25 0.81434 -1.0093 274.19
3.9731e-09 1.5325e-08 2.7039e+25 1.3008 -1.126 274.57
3.9731e-09 1.646e-08 2.7053e+25 2.1673 -0.85799 274.66
3.9731e-09 1.7595e-08 2.7072e+25 3.1209 -0.81224 274.44
3.9731e-09 1.873e-08 2.7105e+25 3.797 -0.65681 274.15
3.9731e-09 1.9866e-08 2.7091e+25 4.8391 -0.65411 274.4
3.9731e-09 2.1001e-08 2.7094e+25 5.9456 -0.55532 274.57
3.9731e-09 2.2136e-08 2.7086e+25 7.2537 -0.49171 274.5
3.9731e-09 2.3271e-08 2.7054e+25 8.3296 -0.44104 274.72
3.9731e-09 2.4406e-08 2.7052e+25 9.857 -0.16768 274.83
3.9731e-09 2.5542e-08 2.7052e+25 11.416 -0.24121 275.05
3.9731e-09 2.6677e-08 2.7064e+25 12.855 -0.25765 274.85
3.9731e-09 2.7812e-08 2.7087e+25 14.544 -0.088082 274.81
3.9731e-09 2.8947e-08 2.7079e+25 16.497 0.13205 274.79
3.9731e-09 3.0082e-08 2.7052e+25 18.584 0.0096759 274.88
3.9731e-09 3.1217e-08 2.7079e+25 21.479 0.011998 274.72
5.1083e-09 -3.1217e-08 2.7012e+25 -2.5506 0.034777 273.04
5.1083e-09 -3.0082e-08 2.699e+25 -2.8824 -0.054318 273.21
5.1083e-09 -2.8947e-08 2.7021e+25 -3.4509 -0.050191 273.35
5.1083e-09 -2.7812e-08 2.7023e+25 -3.4375 -0.29856 273.19
5.1083e-09 -2.6677e-08 2.6986e+25 -3.6088 -0.43929 273.25
5.1083e-09 -2.5542e-08 2.6966e+25 -3.8925 -0.3081 273.46
5.1083e-09 -2.4406e-08 2.6962e+25 -3.8963 -0.31998 273.56
5.1083e-09 -2.3271e-08 2.6976e+25 -3.9122 -0.3107 273.44
5.1083e-09 -2.2136e-08 2.6961e+25 -4.2724 -0.32134 273.52
5.1083e-09 -2.1001e-08 2.7e+25 -4.2885 -0.45951 273.13
5.1083e-09 -1.9866e-08 2.699e+25 -4.3286 -0.44994 273.09
5.1083e-09 -1.873e-08 2.7009e+25 -4.2274 -0.57787 273.16
5.1083e-09 -1.7595e-08 2.6985e+25 -4.476 -0.76359 273.35
5.1083e-09 -1.646e-08 2.6971e+25 -4.654 -0.7265 273.37
5.1083e-09 -1.5325e-08 2.6952e+25 -4.5939 -0.663 273.42
5.1083e-09 -1.419e-08 2.7002e+25 -4.4382 -0.65224 273.46
5.1083e-09 -1.3055e-08 2.6975e+25 -4.7892 -0.79601 273.43
5.1083e-09 -1.1919e-08 2.6996e+25 -4.4731 -0.65051 273.48
5.1083e-09 -1.0784e-08 2.6993e+25 -4.379 -0.89992 273.54
5.1083e-09 -9.649e-09 2.6999e+25 -4.4263 -1.0553 273.56
5.1083e-09 -8.5138e-09 2.7001e+25 -4.2673 -1.1968 273.46
5.1083e-09 -7.3787e-09 2.7036e+25 -4.3655 -1.312 273.5
5.1083e-09 -6.2435e-09 2.7044e+25 -4.2094 -1.1984 273.68
5.1083e-09 -5.1083e-09 2.705e+25 -4.2144 -1.1561 273.5
5.1083e-09 -3.9731e-09 2.705e+25 -4.274 -1.2148 273.5
5.1083e-09 -2.838e-09 2.7044e+25 -4.2086 -1.3911 273.66
5.1083e-09 -1.7028e-09 2.7033e+25 -3.914 -1.419 273.77
5.1083e-09 -5.6759e-10 2.7078e+25 -3.9043 -1.2144 273.69
5.1083e-09 5.6759e-10 2.71e+25 -3.891 -1.3712 273.54
5.1083e-09 1.7028e-09 2.7055e+25 -3.4924 -1.4723 273.53
5.1083e-09 2.838e-09 2.7099e+25 -3.421 -1.5233 273.41
5.1083e-09 3.9731e-09 2.709e+25 -3.4791 -1.4632 273.5
5.1083e-09 5.1083e-09 2.7101e+25 -2.9737 -1.661 273.6
5.1083e-09 6.2435e-09 2.7109e+25 -2.688 -1.6927 273.77
5.1083e-09 7.3787e-09 2.708e+25 -2.3188 -1.3979 274.29
5.1083e-09 8.5138e-09 2.7079e+25 -2.0062 -1.2463 274.43
5.1083e-09 9.649e-09 2.7064e+25 -1.3346 -1.3872 274.22
5.1083e-09 1.0784e-08 2.7098e+25 -0.97869 -1.3935 274.22
5.1083e-09 1.1919e-08 2.7135e+25 -0.65126 -1.3593 273.99
5.1083e-09 1.3055e-08 2.7097e+25 -0.16826 -1.3967 274.04
5.1083e-09 1.419e-08 2.7136e+25 0.87171 -1.2107 274.11
5.1083e-09 1.5325e-08 2.7127e+25 1.2812 -1.1633 274.35
5.1083e-09 1.646e-08 2.7128e+25 2.0739 -1.2382 274.36
5.1083e-09 1.7595e-08 2.7141e+25 2.7706 -1.0151 274.36
5.1083e-09 1.873e-08 2.712e+25 3.645 -0.80389 274.35
5.1083e-09 1.9866e-08 2.7172e+25 4.8946 -0.76119 274.46
5.1083e-09 2.1001e-08 2.7144e+25 6.0069 -0.76204 274.39
5.1083e-09 2.2136e-08 2.7117e+25 7.0625 -0.57898 274.5
5.1083e-09 2.3271e-08 2.7116e+25 8.1785 -0.56472 274.59
5.1083e-09 2.4406e-08 2.7116e+25 9.7038 -0.47831 274.72
5.1083e-09 2.5542e-08 2.7085e+25 11.274 -0.30648 274.87
5.1083e-09 2.6677e-08 2.7148e+25 12.86 -0.17111 274.68
5.1083e-09 2.7812e-08 2.7159e+25 14.309 -0.21863 274.75
5.1083e-09 2.8947e-08 2.7148e+25 16.446 -0.14555 274.71
5.1083e-09 3.0082e-08 2.711e+25 18.465 -0.075165 274.81
5.1083e-09 3.1217e-08 2.7102e+25 21.394 -0.002664 274.64
6.2435e-09 -3.1217e-08 2.7051e+25 -2.4715 -0.025364 273.25
6.2435e-09 -3.0082e-08 2.705e+25 -2.7967 -0.10632 273.35
6.2435e-09 -2.8947e-08 2.703e+25 -3.2715 -0.30612 273.33
6.2435e-09 -2.7812e-08 2.7047e+25 -3.4893 -0.39079 273.29
6.2435e-09 -2.6677e-08 2.7019e+25 -3.5507 -0.2323 273.14
6.2435e-09 -2.5542e-08 2.7009e+25 -3.7963 -0.37267 273.37
6.2435e-09 -2.4406e-08 2.6989e+25 -3.8175 -0.47088 273.45
6.2435e-09 -2.3271e-08 2.7025e+25 -4.0179 -0.44849 273.44
6.2435e-09 -2.2136e-08 2.7011e+25 -4.2054 -0.50514 273.4
6.2435e-09 -2.1001e-08 2.7016e+25 -4.1187 -0.57369 273.35
6.2435e-09 -1.9866e-08 2.6994e+25 -4.3545 -0.67132 273.64
6.2435e-09 -1.873e-08 2.7037e+25 -4.2611 -0.6228 273.52
6.2435e-09 -1.7595e-08 2.7026e+25 -4.4502 -0.57742 273.38
6.2435e-09 -1.646e-08 2.7015e+25 -4.5137 -0.77592 273.5
6.2435e-09 -1.5325e-08 2.7022e+25 -4.5311 -0.98651 273.5
6.2435e-09 -1.419e-08 2.7045e+25 -4.4998 -0.98266 273.31
6.2435e-09 -1.3055e-08 2.7011e+25 -4.5173 -1.1354 273.73
6.2435e-09 -1.1919e-08 2.7028e+25 -4.4348 -1.3389 273.76
6.2435e-09 -1.0784e-08 2.7016e+25 -4.2885 -1.1981 273.58
6.2435e-09 -9.649e-09 2.7035e+25 -4.2934 -1.2452 273.7
6.2435e-09 -8.5138e-09 2.7047e+25 -4.1504 -1.363 273.59
6.2435e-09 -7.3787e-09 2.7047e+25 -4.296 -1.3229 273.65
6.2435e-09 -6.2435e-09 2.7074e+25 -4.2495 -1.4843 273.63
6.2435e-09 -5.1083e-09 2.7092e+25 -4.1341 -1.5665 273.65
6.2435e-09 -3.9731e-09 2.7112e+25 -4.2171 -1.5004 273.63
6.2435e-09 -2.838e-09 2.7096e+25 -4.0623 -1.5343 273.6
6.2435e-09 -1.7028e-09 2.7111e+25 -4.0067 -1.5952 273.62
6.2435e-09 -5.6759e-10 2.7112e+25 -3.984 -1.5933 273.7
6.2435e-09 5.6759e-10 2.7173e+25 -3.6885 -1.6523 273.53
6.2435e-09 1.7028e-09 2.7149e+25 -3.5448 -1.7265 273.65
6.2435e-09 2.838e-09 2.7107e+25 -3.3389 -1.8102 273.7
6.2435e-09 3.9731e-09 2.7161e+25 -3.327 -1.9358 273.62
6.2435e-09 5.1083e-09 2.7138e+25 -3.1109 -1.6966 273.89
6.2435e-09 6.2435e-09 2.7142e+25 -2.7781 -1.7129 273.81
6.2435e-09 7.3787e-09 2.7145e+25 -2.4133 -1.841 273.94
6.2435e-09 8.5138e-09 2.7168e+25 -1.9824 -1.9691 274.13
6.2435e-09 9.649e-09 2.7169e+25 -1.2386 -1.8543 274.19
6.2435e-09 1.0784e-08 2.7155e+25 -1.1015 -1.9242 274.28
6.2435e-09 1.1919e-08 2.717e+25 -0.77704 -1.7591 274.25
6.2435e-09 1.3055e-08 2.7201e+25 0.035158 -1.8066 274.19
6.2435e-09 1.419e-08 2.7181e+25 0.44919 -1.792 274.27
6.2435e-09 1.5325e-08 2.7164e+25 1.3399 -1.6512 274.61
6.2435e-09 1.646e-08 2.72e+25 1.9927 -1.37 274.36
6.2435e-09 1.7595e-08 2.7212e+25 2.6339 -1.2692 274.34
6.2435e-09 1.873e-08 2.7195e+25 3.5643 -1.1565 274.81
6.2435e-09 1.9866e-08 2.7213e+25 4.6888 -1.0531 274.63
6.2435e-09 2.1001e-08 2.7195e+25 5.7845 -0.89354 274.63
6.2435e-09 2.2136e-08 2.7181e+25 7.139 -0.89987 274.72
6.2435e-09 2.3271e-08 2.7187e+25 8.0439 -0.78365 274.73
6.2435e-09 2.4406e-08 2.7198e+25 9.5082 -0.55256 274.75
6.2435e-09 2.5542e-08 2.7195e+25 11.072 -0.48304 274.84
6.2435e-09 2.6677e-08 2.7204e+25 12.791 -0.31157 274.75
6.2435e-09 2.7812e-08 2.7204e+25 14.236 -0.34575 274.73
6.2435e-09 2.8947e-08 2.7181e+25 16.324 -0.17021 274.71
6.2435e-09 3.0082e-08 2.7145e+25 18.447 -0.20229 274.8
6.2435e-09 3.1217e-08 2.7132e+25 21.284 -0.16549 274.71
7.3787e-09 -3.1217e-08 2.7078e+25 -2.4103 -0.10162 273.4
7.3787e-09 -3.0082e-08 2.7089e+25 -2.6386 -0.057826 273.29
7.3787e-09 -2.8947e-08 2.7058e+25 -3.1212 -0.16026 273.31
7.3787e-09 -2.7812e-08 2.7031e+25 -3.5342 -0.35433 273.48
7.3787e-09 -2.6677e-08 2.7074e+25 -3.6707 -0.2654 273.32
7.3787e-09 -2.5542e-08 2.7068e+25 -3.5798 -0.24964 273.31
7.3787e-09 -2.4406e-08 2.703e+25 -3.892 -0.40069 273.5
7.3787e-09 -2.3271e-08 2.7068e+25 -3.7925 -0.31441 273.6
7.3787e-09 -2.2136e-08 2.7064e+25 -4.061 -0.63259 273.5
7.3787e-09 -2.1001e-08 2.7061e+25 -4.2826 -0.54165 273.36
7.3787e-09 -1.9866e-08 2.7027e+25 -4.1464 -0.60323 273.74
7.3787e-09 -1.873e-08 2.7052e+25 -4.2321 -0.74795 273.6
7.3787e-09 -1.7595e-08 2.7052e+25 -4.1443 -1.043 273.69
7.3787e-09 -1.646e-08 2.7053e+25 -4.3234 -1.304 273.47
7.3787e-09 -1.5325e-08 2.7056e+25 -4.5021 -1.4346 273.53
7.3787e-09 -1.419e-08 2.7072e+25 -4.4622 -1.4551 273.51
7.3787e-09 -1.3055e-08 2.7032e+25 -4.3143 -1.4282 273.43
7.3787e-09 -1.1919e-08 2.7068e+25 -4.4762 -1.4259 273.6
7.3787e-09 -1.0784e-08 2.7078e+25 -4.3557 -1.4809 273.8
7.3787e-09 -9.649e-09 2.71e+25 -4.2489 -1.3892 273.54
7.3787e-09 -8.5138e-09 2.7109e+25 -4.068 -1.3448 273.62
7.3787e-09 -7.3787e-09 2.7116e+25 -4.1903 -1.6112 273.39
7.3787e-09 -6.2435e-09 2.7121e+25 -4.1117 -1.7113 273.75
7.3787e-09 -5.1083e-09 2.7119e+25 -4.1191 -1.9193 273.72
7.3787e-09 -3.9731e-09 2.7125e+25 -4.1295 -2.0154 273.52
7.3787e-09 -2.838e-09 2.712e+25 -3.9293 -1.9963 273.79
7.3787e-09 -1.7028e-09 2.7137e+25 -4.1579 -1.9386 273.87
7.3787e-09 -5.6759e-10 2.7159e+25 -3.8347 -1.9377 273.9
7.3787e-09 5.6759e-10 2.7178e+25 -3.5816 -2.0586 273.71
7.3787e-09 1.7028e-09 2.7175e+25 -3.581 -2.0478 273.68
7.3787e-09 2.838e-09 2.7171e+25 -3.2417 -2.0083 273.95
7.3787e-09 3.9731e-09 2.7175e+25 -3.2716 -2.156 273.9
7.3787e-09 5.1083e-09 2.7183e+25 -3.2842 -2.2306 273.96
7.3787e-09 6.2435e-09 2.7208e+25 -2.6486 -2.1429 273.78
7.3787e-09 7.3787e-09 2.7236e+25 -2.2697 -2.0983 273.93
7.3787e-09 8.5138e-09 2.722e+25 -1.8703 -2.3107 274.2
7.3787e-09 9.649e-09 2.722e+25 -1.517 -2.1478 274.03
7.3787e-09 1.0784e-08 2.7248e+25 -1.0117 -2.1271 274.11
7.3787e-09 1.1919e-08 2.7236e+25 -0.73815 -2.1351 274.41
7.3787e-09 1.3055e-08 2.7278e+25 0.0036627 -2.0739 273.98
7.3787e-09 1.419e-08 2.7265e+25 0.5036 -1.9421 274.38
7.3787e-09 1.5325e-08 2.7262e+25 0.94343 -1.8404 274.37
7.3787e-09 1.646e-08 2.7265e+25 1.8185 -1.6595 274.67
7.3787e-09 1.7595e-08 2.7278e+25 2.6662 -1.5755 274.4
7.3787e-09 1.873e-08 2.7268e+25 3.3864 -1.6419 274.71
7.3787e-09 1.9866e-08 2.7264e+25 4.4922 -1.4251 274.77
7.3787e-09 2.1001e-08 2.7253e+25 5.6207 -1.2 275.03
7.3787e-09 2.2136e-08 2.7253e+25 6.9586 -0.95643 274.78
7.3787e-09 2.3271e-08 2.7263e+25 7.8335 -0.66739 274.96
7.3787e-09 2.4406e-08 2.726e+25 9.4101 -0.50546 274.82
7.3787e-09 2.5542e-08 2.7278e+25 11.085 -0.47737 274.79
7.3787e-09 2.6677e-08 2.7259e+25 12.49 -0.67393 274.65
7.3787e-09 2.7812e-08 2.7218e+25 14.295 -0.34838 274.72
7.3787e-09 2.8947e-08 2.7261e+25 16.076 -0.2292 274.49
7.3787e-09 3.0082e-08 2.7186e+25 18.332 0.039869 274.93
7.3787e-09 3.1217e-08 2.7164e+25 21.168 0.097324 274.43
8.5138e-09 -3.1217e-08 2.7125e+25 -2.2423 -0.04154 273.25
8.5138e-09 -3.0082e-08 2.7114e+25 -2.7776 -0.11356 273.26
8.5138e-09 -2.8947e-08 2.7084e+25 -2.8327 -0.22565 273.23
8.5138e-09 -2.7812e-08 2.7089e+25 -3.4462 -0.20047 273.26
8.5138e-09 -2.6677e-08 2.7105e+25 -3.6623 -0.41448 273.34
8.5138e-09 -2.5542e-08 2.7073e+25 -3.4259 -0.49148 273.37
8.5138e-09 -2.4406e-08 2.708e+25 -3.8103 -0.66614 273.47
8.5138e-09 -2.3271e-08 2.7086e+25 -3.816 -0.75178 273.56
8.5138e-09 -2.2136e-08 2.7087e+25 -3.9736 -0.72929 273.62
8.5138e-09 -2.1001e-08 2.7095e+25 -4.139 -0.8806 273.42
8.5138e-09 -1.9866e-08 2.7067e+25 -4.0836 -1.0098 273.48
8.5138e-09 -1.873e-08 2.708e+25 -4.0145 -1.0986 273.49
8.5138e-09 -1.7595e-08 2.7073e+25 -4.0258 -1.2239 273.67
8.5138e-09 -1.646e-08 2.7092e+25 -4.2151 -1.1787 273.7
8.5138e-09 -1.5325e-08 2.7117e+25 -4.3384 -1.2002 273.6
8.5138e-09 -1.419e-08 2.7098e+25 -4.4041 -1.4243 273.57
8.5138e-09 -1.3055e-08 2.7106e+25 -4.2848 -1.5896 273.65
8.5138e-09 -1.1919e-08 2.7123e+25 -4.5435 -1.7156 273.55
8.5138e-09 -1.0784e-08 2.7115e+25 -4.2564 -1.678 273.6
8.5138e-09 -9.649e-09 2.7121e+25 -4.1187 -1.8145 273.79
8.5138e-09 -8.5138e-09 2.7113e+25 -4.0715 -2.0312 273.74
8.5138e-09 -7.3787e-09 2.7148e+25 -3.9704 -1.9613 273.51
8.5138e-09 -6.2435e-09 2.7133e+25 -3.8955 -2.1318 273.58
8.5138e-09 -5.1083e-09 2.7143e+25 -4.0547 -2.1894 273.8
8.5138e-09 -3.9731e-09 2.7172e+25 -4.0989 -2.2006 273.77
8.5138e-09 -2.838e-09 2.7183e+25 -3.9863 -2.2933 273.87
8.5138e-09 -1.7028e-09 2.7192e+25 -4.1538 -2.2621 273.84
8.5138e-09 -5.6759e-10 2.721e+25 -3.8077 -2.2544 273.85
8.5138e-09 5.6759e-10 2.721e+25 -3.5915 -2.2645 273.86
8.5138e-09 1.7028e-09 2.7219e+25 -3.3979 -2.3281 273.95
8.5138e-09 2.838e-09 2.7207e+25 -3.2794 -2.5068 273.98
8.5138e-09 3.9731e-09 2.7209e+25 -3.0643 -2.5288 273.97
8.5138e-09 5.1083e-09 2.725e+25 -3.2392 -2.602 273.93
8.5138e-09 6.2435e-09 2.7295e+25 -2.7963 -2.6964 274.1
8.5138e-09 7.3787e-09 2.7308e+25 -2.1424 -2.7634 274.14
8.5138e-09 8.5138e-09 2.7318e+25 -1.7921 -2.5829 274.15
8.5138e-09 9.649e-09 2.7321e+25 -1.5591 -2.8681 274.07
8.5138e-09 1.0784e-08 2.7305e+25 -0.96743 -2.6444 274.21
8.5138e-09 1.1919e-08 2.7294e+25 -0.83787 -2.6836 274.41
8.5138e-09 1.3055e-08 2.7328e+25 -0.28806 -2.654 274.25
8.5138e-09 1.419e-08 2.7327e+25 0.42689 -2.2927 274.32
8.5138e-09 1.5325e-08 2.7318e+25 0.85046 -2.076 274.69
8.5138e-09 1.646e-08 2.7296e+25 1.617 -2.0343 274.67
8.5138e-09 1.7595e-08 2.7328e+25 2.5305 -1.738 274.55
8.5138e-09 1.873e-08 2.7339e+25 3.2389 -1.4484 274.64
8.5138e-09 1.9866e-08 2.7309e+25 4.5083 -1.4258 275
8.5138e-09 2.1001e-08 2.7314e+25 5.3286 -1.3855 274.87
8.5138e-09 2.2136e-08 2.7318e+25 6.5265 -1.1142 275.01
8.5138e-09 2.3271e-08 2.7317e+25 7.8445 -0.87845 275
8.5138e-09 2.4406e-08 2.7306e+25 9.2181 -1.0481 274.94
8.5138e-09 2.5542e-08 2.7318e+25 10.885 -0.7341 274.89
8.5138e-09 2.6677e-08 2.7268e+25 12.574 -0.46144 275.02
8.5138e-09 2.7812e-08 2.7284e+25 14.03 -0.44245 274.52
8.5138e-09 2.8947e-08 2.7281e+25 15.921 -0.38021 274.57
8.5138e-09 3.0082e-08 2.7229e+25 18.149 -0.23822 274.99
8.5138e-09 3.1217e-08 2.7265e+25 21.145 -0.089806 274.64
9.649e-09 -3.1217e-08 2.7119e+25 -2.2711 -0.035856 273.25
9.649e-09 -3.0082e-08 2.7105e+25 -2.6557 -0.002667 273.58
9.649e-09 -2.8947e-08 2.712e+25 -2.8721 -0.024082 273.17
9.649e-09 -2.7812e-08 2.7119e+25 -3.3347 -0.17424 273.29
9.649e-09 -2.6677e-08 2.7127e+25 -3.351 -0.37153 273.27
9.649e-09 -2.5542e-08 2.7134e+25 -3.4897 -0.44049 273.36
9.649e-09 -2.4406e-08 2.711e+25 -3.6614 -0.43971 273.51
9.649e-09 -2.3271e-08 2.7116e+25 -3.6389 -0.72793 273.36
9.649e-09 -2.2136e-08 2.7109e+25 -3.7483 -0.88323 273.39
9.649e-09 -2.1001e-08 2.7126e+25 -4.1071 -0.94642 273.43
9.649e-09 -1.9866e-08 2.7112e+25 -3.9212 -1.1117 273.45
9.649e-09 -1.873e-08 2.7114e+25 -4.0358 -1.3287 273.46
9.649e-09 -1.7595e-08 2.7101e+25 -3.883 -1.265 273.58
9.649e-09 -1.646e-08 2.7116e+25 -4.2085 -1.3614 273.32
9.649e-09 -1.5325e-08 2.7091e+25 -4.2403 -1.4853 273.59
9.649e-09 -1.419e-08 2.7144e+25 -4.1596 -1.6447 273.63
9.649e-09 -1.3055e-08 2.7151e+25 -4.0375 -1.8281 273.71
9.649e-09 -1.1919e-08 2.7173e+25 -4.2771 -2.0056 273.72
9.649e-09 -1.0784e-08 2.7157e+25 -4.3068 -2.2351 273.58
9.649e-09 -9.649e-09 2.7178e+25 -3.9487 -2.2543 273.67
9.649e-09 -8.5138e-09 2.7161e+25 -4.0676 -2.3933 273.7
9.649e-09 -7.3787e-09 2.7202e+25 -3.895 -2.4152 273.65
9.649e-09 -6.2435e-09 2.7185e+25 -3.9758 -2.3504 273.87
9.649e-09 -5.1083e-09 2.722e+25 -3.9998 -2.3021 273.59
9.649e-09 -3.9731e-09 2.7221e+25 -4.0752 -2.4655 273.64
9.649e-09 -2.838e-09 2.7219e+25 -3.7869 -2.6486 273.77
9.649e-09 -1.7028e-09 2.7206e+25 -4.0925 -2.6805 273.92
9.649e-09 -5.6759e-10 2.7222e+25 -3.7641 -2.9941 274.04
9.649e-09 5.6759e-10 2.7239e+25 -3.5433 -2.9696 273.96
9.649e-09 1.7028e-09 2.7269e+25 -3.2175 -3.0615 274.09
9.649e-09 2.838e-09 2.7301e+25 -3.2401 -3.0554 274.12
9.649e-09 3.9731e-09 2.7306e+25 -3.1414 -3.1256 274.08
9.649e-09 5.1083e-09 2.7328e+25 -3.0596 -3.0838 273.96
9.649e-09 6.2435e-09 2.7353e+25 -2.5529 -3.1371 274.09
9.649e-09 7.3787e-09 2.7321e+25 -2.4288 -3.1395 274.25
9.649e-09 8.5138e-09 2.7357e+25 -1.7415 -3.0734 274.2
9.649e-09 9.649e-09 2.7327e+25 -1.5649 -2.9485 274.37
9.649e-09 1.0784e-08 2.7368e+25 -1.2514 -2.9428 274.42
9.649e-09 1.1919e-08 2.7365e+25 -0.78404 -2.8042 274.43
9.649e-09 1.3055e-08 2.7373e+25 -0.2774 -2.6902 274.48
9.649e-09 1.419e-08 2.7403e+25 0.069873 -2.6432 274.42
9.649e-09 1.5325e-08 2.7396e+25 0.734 -2.5119 274.43
9.649e-09 1.646e-08 2.7366e+25 1.4149 -2.3821 274.81
9.649e-09 1.7595e-08 2.7405e+25 2.2698 -2.168 274.7
9.649e-09 1.873e-08 2.7416e+25 3.0588 -2.0694 274.76
9.649e-09 1.9866e-08 2.7389e+25 4.1721 -1.6937 274.9
9.649e-09 2.1001e-08 2.7363e+25 5.3248 -1.5347 274.93
9.649e-09 2.2136e-08 2.7429e+25 6.2168 -1.397 274.75
9.649e-09 2.3271e-08 2.7387e+25 7.8591 -1.2479 274.83
9.649e-09 2.4406e-08 2.7377e+25 9.1227 -1.137 275.06
9.649e-09 2.5542e-08 2.7338e+25 10.614 -0.9237 275.26
9.649e-09 2.6677e-08 2.7326e+25 12.155 -0.5676 275.09
9.649e-09 2.7812e-08 2.7315e+25 13.939 -0.20506 275
9.649e-09 2.8947e-08 2.7297e+25 15.864 -0.30891 274.97
9.649e-09 3.0082e-08 2.7296e+25 17.929 -0.096326 275.07
9.649e-09 3.1217e-08 2.7272e+25 20.999 -0.15045 274.91
1.0784e-08 -3.1217e-08 2.7178e+25 -2.188 -0.022364 273.33
1.0784e-08 -3.0082e-08 2.7142e+25 -2.6475 -0.034034 273.28
1.0784e-08 -2.8947e-08 2.7149e+25 -2.8375 -0.15536 273.18
1.0784e-08 -2.7812e-08 2.718e+25 -3.1659 -0.27576 273.1
1.0784e-08 -2.6677e-08 2.718e+25 -3.2304 -0.2524 273.44
1.0784e-08 -2.5542e-08 2.7146e+25 -3.5057 -0.38705 273.54
1.0784e-08 -2.4406e-08 2.7167e+25 -3.3794 -0.61779 273.51
1.0784e-08 -2.3271e-08 2.719e+25 -3.3374 -0.69666 273.47
1.0784e-08 -2.2136e-08 2.7141e+25 -3.7775 -0.73376 273.53
1.0784e-08 -2.1001e-08 2.7147e+25 -3.9675 -1.0171 273.3
1.0784e-08 -1.9866e-08 2.7165e+25 -3.8451 -1.128 273.45
1.0784e-08 -1.873e-08 2.7167e+25 -3.7516 -1.2455 273.62
1.0784e-08 -1.7595e-08 2.7182e+25 -3.9897 -1.3601 273.36
1.0784e-08 -1.646e-08 2.7179e+25 -3.9105 -1.5402 273.45
1.0784e-08 -1.5325e-08 2.7199e+25 -4.1572 -1.7418 273.47
1.0784e-08 -1.419e-08 2.7157e+25 -4.1303 -1.7314 273.77
1.0784e-08 -1.3055e-08 2.7164e+25 -3.8856 -1.8406 273.7
1.0784e-08 -1.1919e-08 2.7166e+25 -4.0523 -2.014 273.66
1.0784e-08 -1.0784e-08 2.7169e+25 -4.0658 -2.2114 273.73
1.0784e-08 -9.649e-09 2.7213e+25 -3.8246 -2.4428 273.86
1.0784e-08 -8.5138e-09 2.7226e+25 -4.0432 -2.5576 273.68
1.0784e-08 -7.3787e-09 2.723e+25 -3.9453 -2.5728 273.74
1.0784e-08 -6.2435e-09 2.7239e+25 -3.8417 -2.6734 273.9
1.0784e-08 -5.1083e-09 2.7242e+25 -3.803 -2.8429 273.98
1.0784e-08 -3.9731e-09 2.726e+25 -3.9554 -3.008 273.92
1.0784e-08 -2.838e-09 2.7272e+25 -3.6862 -3.0405 273.82
1.0784e-08 -1.7028e-09 2.7263e+25 -3.8009 -3.2296 273.87
1.0784e-08 -5.6759e-10 2.7246e+25 -3.8187 -3.4359 274.03
1.0784e-08 5.6759e-10 2.7269e+25 -3.3169 -3.4299 273.89
1.0784e-08 1.7028e-09 2.7315e+25 -3.3483 -3.4798 274.31
1.0784e-08 2.838e-09 2.7334e+25 -3.0928 -3.5153 274.13
1.0784e-08 3.9731e-09 2.7348e+25 -3.232 -3.3966 274.36
