TITLE = "cavity_20000"
 VARIABLES = "X", "Y", "nrho", "U", "V","Temperature"
 ZONE T="cavity", I=100, J=100, K=1, F=POINT
-1.7595e-08 -6.2435e-09 2.6319e+25 -2.934 4.4567 272.42
-1.7595e-08 -5.1083e-09 2.6312e+25 -2.855 4.4303 272.38
-1.7595e-08 -3.9731e-09 2.6332e+25 -2.849 4.625 272.29
-1.7595e-08 -2.838e-09 2.6294e+25 -2.8388 5.0997 272.12
-1.7595e-08 -1.7028e-09 2.6259e+25 -2.742 5.1537 272.27
-1.7595e-08 -5.6759e-10 2.6254e+25 -2.8279 5.2269 272.27
-1.7595e-08 5.6759e-10 2.6236e+25 -2.733 5.4014 272.3
-1.7595e-08 1.7028e-09 2.6206e+25 -2.6528 5.803 272.25
-1.7595e-08 2.838e-09 2.6161e+25 -2.6479 5.9362 272.22
-1.7595e-08 3.9731e-09 2.6184e+25 -2.4562 5.8731 271.91
-1.7595e-08 5.1083e-09 2.615e+25 -2.396 6.045 271.93
-1.7595e-08 6.2435e-09 2.6109e+25 -2.27 6.1197 272.14
-1.7595e-08 7.3787e-09 2.6095e+25 -2.2073 6.2746 272.09
-1.7595e-08 8.5138e-09 2.607e+25 -2.0994 6.4098 272.31
-1.7595e-08 9.649e-09 2.6049e+25 -1.7916 6.3049 272.09
-1.7595e-08 1.0784e-08 2.6017e+25 -1.6499 6.3813 272.27
-1.7595e-08 1.1919e-08 2.5999e+25 -1.7515 6.4727 272.16
-1.7595e-08 1.3055e-08 2.5977e+25 -1.3191 6.3631 272.34
-1.7595e-08 1.419e-08 2.5972e+25 -0.77393 6.1363 271.98
-1.7595e-08 1.5325e-08 2.5956e+25 -0.47663 6.1963 272.15
-1.7595e-08 1.646e-08 2.5948e+25 0.068208 5.9077 272.25
-1.7595e-08 1.7595e-08 2.5905e+25 0.75356 5.6788 272.27
-1.7595e-08 1.873e-08 2.5889e+25 1.1251 5.2665 272.57
-1.7595e-08 1.9866e-08 2.589e+25 2.1856 4.8107 272.61
-1.7595e-08 2.1001e-08 2.5892e+25 3.0482 4.3932 272.53
-1.7595e-08 2.2136e-08 2.5902e+25 3.7456 4.0917 272.94
-1.7595e-08 2.3271e-08 2.5896e+25 5.0969 3.459 273.11
-1.7595e-08 2.4406e-08 2.5879e+25 6.6571 2.9791 273.42
-1.7595e-08 2.5542e-08 2.5931e+25 8.0796 2.5174 273.69
-1.7595e-08 2.6677e-08 2.5988e+25 9.5526 2.0674 273.59
-1.7595e-08 2.7812e-08 2.6054e+25 12.012 1.4528 273.94
-1.7595e-08 2.8947e-08 2.608e+25 14.35 0.99529 274.07
-1.7595e-08 3.0082e-08 2.6127e+25 16.768 0.62854 274.51
-1.7595e-08 3.1217e-08 2.6181e+25 20.273 0.24638 274.62
-1.646e-08 -3.1217e-08 2.6401e+25 -1.8039 0.021812 272.48
-1.646e-08 -3.0082e-08 2.6391e+25 -2.3547 0.40434 272.6
-1.646e-08 -2.8947e-08 2.6421e+25 -2.4429 0.37101 272.73
-1.646e-08 -2.7812e-08 2.6398e+25 -2.3167 0.52494 272.91
-1.646e-08 -2.6677e-08 2.646e+25 -2.5859 0.6287 272.37
-1.646e-08 -2.5542e-08 2.6454e+25 -2.731 0.73072 272.31
-1.646e-08 -2.4406e-08 2.6424e+25 -2.49 1.1078 272.55
-1.646e-08 -2.3271e-08 2.6428e+25 -2.6938 1.1379 272.69
-1.646e-08 -2.2136e-08 2.6433e+25 -3.1095 1.3016 272.6
-1.646e-08 -2.1001e-08 2.6478e+25 -3.0479 1.6591 272.42
-1.646e-08 -1.9866e-08 2.6488e+25 -2.9187 1.7542 272.37
-1.646e-08 -1.873e-08 2.6466e+25 -2.962 1.7964 272.52
-1.646e-08 -1.7595e-08 2.6433e+25 -3.0021 1.9961 272.7
-1.646e-08 -1.646e-08 2.65e+25 -2.9482 1.9725 272.54
-1.646e-08 -1.5325e-08 2.6414e+25 -2.9809 2.2503 272.85
-1.646e-08 -1.419e-08 2.6412e+25 -3.1406 2.3084 272.79
-1.646e-08 -1.3055e-08 2.6432e+25 -3.252 2.6541 272.55
-1.646e-08 -1.1919e-08 2.6436e+25 -3.1915 2.909 272.37
-1.646e-08 -1.0784e-08 2.6427e+25 -3.1859 3.1357 272.32
-1.646e-08 -9.649e-09 2.6395e+25 -3.0793 3.5577 272.53
-1.646e-08 -8.5138e-09 2.6368e+25 -3.1603 3.8766 272.3
-1.646e-08 -7.3787e-09 2.6361e+25 -3.1399 4.0249 272.44
-1.646e-08 -6.2435e-09 2.6363e+25 -3.0125 4.0569 272.4
-1.646e-08 -5.1083e-09 2.632e+25 -2.9669 4.2001 272.51
-1.646e-08 -3.9731e-09 2.6343e+25 -2.9983 4.4448 272.61
-1.646e-08 -2.838e-09 2.6286e+25 -3.1302 4.5506 272.32
-1.646e-08 -1.7028e-09 2.6298e+25 -2.9153 4.868 272.25
-1.646e-08 -5.6759e-10 2.6254e+25 -3.0051 5.0402 272.52
-1.646e-08 5.6759e-10 2.6252e+25 -3.0564 5.3057 272.47
-1.646e-08 1.7028e-09 2.6242e+25 -2.797 5.4018 272.21
-1.646e-08 2.838e-09 2.6257e+25 -2.6197 5.4675 271.99
-1.646e-08 3.9731e-09 2.6228e+25 -2.4347 5.5251 272.08
-1.646e-08 5.1083e-09 2.6185e+25 -2.5444 5.5967 272.26
-1.646e-08 6.2435e-09 2.6157e+25 -2.5143 5.8113 272.35
-1.646e-08 7.3787e-09 2.6138e+25 -2.3548 6.0309 272.42
-1.646e-08 8.5138e-09 2.6103e+25 -2.119 6.0543 272.31
-1.646e-08 9.649e-09 2.6088e+25 -1.7455 6.0537 272.49
-1.646e-08 1.0784e-08 2.6057e+25 -1.7804 6.0454 272.42
-1.646e-08 1.1919e-08 2.6012e+25 -1.6169 6.0305 272.49
-1.646e-08 1.3055e-08 2.6027e+25 -1.1576 5.8095 272.3
-1.646e-08 1.419e-08 2.5978e+25 -0.80641 5.8654 272.42
-1.646e-08 1.5325e-08 2.5997e+25 -0.14732 5.4866 272.4
-1.646e-08 1.646e-08 2.6017e+25 0.29653 5.324 272.2
-1.646e-08 1.7595e-08 2.5989e+25 1.008 4.8692 272.25
-1.646e-08 1.873e-08 2.5981e+25 1.5388 4.6464 272.59
-1.646e-08 1.9866e-08 2.5975e+25 2.4326 4.2639 272.63
-1.646e-08 2.1001e-08 2.5951e+25 3.399 4.2095 272.88
-1.646e-08 2.2136e-08 2.5962e+25 4.3504 3.6547 273.15
-1.646e-08 2.3271e-08 2.5979e+25 5.5761 3.0267 273.43
-1.646e-08 2.4406e-08 2.5989e+25 6.9924 2.6857 273.51
-1.646e-08 2.5542e-08 2.6054e+25 8.5133 2.1928 273.52
-1.646e-08 2.6677e-08 2.6096e+25 10.236 1.7112 273.73
-1.646e-08 2.7812e-08 2.6115e+25 12.436 1.0313 274.06
-1.646e-08 2.8947e-08 2.6166e+25 14.596 0.69297 274.28
-1.646e-08 3.0082e-08 2.6216e+25 17.057 0.47989 274.41
-1.646e-08 3.1217e-08 2.6254e+25 20.585 0.075712 274.67
-1.5325e-08 -3.1217e-08 2.6435e+25 -1.9918 0.025384 272.47
-1.5325e-08 -3.0082e-08 2.6449e+25 -2.4397 0.083675 272.56
-1.5325e-08 -2.8947e-08 2.6459e+25 -2.5051 0.28615 272.6
-1.5325e-08 -2.7812e-08 2.6446e+25 -2.5 0.30369 272.52
-1.5325e-08 -2.6677e-08 2.6464e+25 -2.7444 0.5289 272.27
-1.5325e-08 -2.5542e-08 2.6497e+25 -2.8584 0.74648 272.4
-1.5325e-08 -2.4406e-08 2.6469e+25 -2.7201 0.81207 272.51
-1.5325e-08 -2.3271e-08 2.6464e+25 -2.9862 0.97288 272.48
-1.5325e-08 -2.2136e-08 2.6482e+25 -3.1541 1.1849 272.62
-1.5325e-08 -2.1001e-08 2.647e+25 -3.2703 1.3586 272.49
-1.5325e-08 -1.9866e-08 2.6482e+25 -3.0792 1.4831 272.47
-1.5325e-08 -1.873e-08 2.6446e+25 -3.0488 1.7822 272.74
-1.5325e-08 -1.7595e-08 2.6454e+25 -3.0551 1.7087 272.63
-1.5325e-08 -1.646e-08 2.647e+25 -3.156 2.0781 272.43
-1.5325e-08 -1.5325e-08 2.647e+25 -3.1683 2.1378 272.65
-1.5325e-08 -1.419e-08 2.644e+25 -3.3398 2.6145 272.7
-1.5325e-08 -1.3055e-08 2.6467e+25 -3.4654 2.7333 272.64
-1.5325e-08 -1.1919e-08 2.6445e+25 -3.4125 2.8738 272.29
-1.5325e-08 -1.0784e-08 2.6464e+25 -3.4614 3.2763 272.35
-1.5325e-08 -9.649e-09 2.6427e+25 -3.3427 3.4118 272.66
-1.5325e-08 -8.5138e-09 2.6415e+25 -3.5083 3.4189 272.75
-1.5325e-08 -7.3787e-09 2.6403e+25 -3.2591 3.7692 272.46
-1.5325e-08 -6.2435e-09 2.6359e+25 -3.0366 3.9508 272.52
-1.5325e-08 -5.1083e-09 2.6362e+25 -3.1705 4.1079 272.38
-1.5325e-08 -3.9731e-09 2.638e+25 -3.3072 4.39 272.44
-1.5325e-08 -2.838e-09 2.6346e+25 -3.1183 4.4958 272.45
-1.5325e-08 -1.7028e-09 2.6337e+25 -3.1211 4.6258 272.29
-1.5325e-08 -5.6759e-10 2.6337e+25 -3.0938 4.7207 272.29
-1.5325e-08 5.6759e-10 2.6279e+25 -3.2315 4.7482 272.51
-1.5325e-08 1.7028e-09 2.6291e+25 -2.9984 4.9936 272.33
-1.5325e-08 2.838e-09 2.6272e+25 -2.7127 5.1801 272.33
-1.5325e-08 3.9731e-09 2.6255e+25 -2.5166 5.3614 272.47
-1.5325e-08 5.1083e-09 2.622e+25 -2.7149 5.4243 272.51
-1.5325e-08 6.2435e-09 2.6168e+25 -2.7418 5.6808 272.72
-1.5325e-08 7.3787e-09 2.6156e+25 -2.2424 5.5724 272.52
-1.5325e-08 8.5138e-09 2.6155e+25 -2.191 5.5824 272.44
-1.5325e-08 9.649e-09 2.6119e+25 -1.7867 5.6247 272.38
-1.5325e-08 1.0784e-08 2.6103e+25 -1.6858 5.6489 272.54
-1.5325e-08 1.1919e-08 2.6071e+25 -1.4255 5.4272 272.65
-1.5325e-08 1.3055e-08 2.6092e+25 -1.0555 5.3217 272.42
-1.5325e-08 1.419e-08 2.6048e+25 -0.68861 5.2175 272.36
-1.5325e-08 1.5325e-08 2.6044e+25 0.14175 4.9945 272.6
-1.5325e-08 1.646e-08 2.6067e+25 0.61966 4.6766 272.45
-1.5325e-08 1.7595e-08 2.6049e+25 1.3567 4.5453 272.69
-1.5325e-08 1.873e-08 2.6046e+25 1.7812 4.2886 273
-1.5325e-08 1.9866e-08 2.6047e+25 2.7456 3.9248 272.89
-1.5325e-08 2.1001e-08 2.6026e+25 3.7453 3.5007 273.14
-1.5325e-08 2.2136e-08 2.5998e+25 4.7526 3.2051 273.49
-1.5325e-08 2.3271e-08 2.6058e+25 5.9176 2.8897 273.38
-1.5325e-08 2.4406e-08 2.6033e+25 7.5466 2.5143 273.75
-1.5325e-08 2.5542e-08 2.6106e+25 8.933 2.0208 273.56
-1.5325e-08 2.6677e-08 2.614e+25 10.712 1.4757 273.86
-1.5325e-08 2.7812e-08 2.6173e+25 13.001 1.0532 273.97
-1.5325e-08 2.8947e-08 2.6224e+25 14.707 0.63 274.2
-1.5325e-08 3.0082e-08 2.6277e+25 17.435 0.11038 274.28
-1.5325e-08 3.1217e-08 2.6314e+25 20.682 0.00857 274.4
-1.419e-08 -3.1217e-08 2.6418e+25 -2.0571 0.14672 272.77
-1.419e-08 -3.0082e-08 2.6458e+25 -2.4364 0.0062883 272.84
-1.419e-08 -2.8947e-08 2.6439e+25 -2.7086 0.23207 272.66
-1.419e-08 -2.7812e-08 2.6455e+25 -2.7305 0.39139 272.61
-1.419e-08 -2.6677e-08 2.6466e+25 -2.8705 0.48197 272.65
-1.419e-08 -2.5542e-08 2.6501e+25 -2.9201 0.58437 272.38
-1.419e-08 -2.4406e-08 2.6476e+25 -2.7712 0.73408 272.48
-1.419e-08 -2.3271e-08 2.6485e+25 -3.3212 1.1143 272.61
-1.419e-08 -2.2136e-08 2.6499e+25 -3.3333 1.2797 272.5
-1.419e-08 -2.1001e-08 2.6445e+25 -3.4404 1.3362 272.76
-1.419e-08 -1.9866e-08 2.6453e+25 -3.3123 1.7689 272.56
-1.419e-08 -1.873e-08 2.6463e+25 -3.1748 1.6909 272.6
-1.419e-08 -1.7595e-08 2.648e+25 -3.329 1.9712 272.64
-1.419e-08 -1.646e-08 2.646e+25 -3.3479 2.092 272.69
-1.419e-08 -1.5325e-08 2.6496e+25 -3.4101 2.4118 272.49
-1.419e-08 -1.419e-08 2.649e+25 -3.6013 2.5029 272.76
-1.419e-08 -1.3055e-08 2.648e+25 -3.6054 2.7043 272.66
-1.419e-08 -1.1919e-08 2.6484e+25 -3.6372 2.8384 272.65
-1.419e-08 -1.0784e-08 2.6457e+25 -3.6229 3.012 272.51
-1.419e-08 -9.649e-09 2.6447e+25 -3.4766 3.2335 272.61
-1.419e-08 -8.5138e-09 2.6462e+25 -3.5305 3.4759 272.49
-1.419e-08 -7.3787e-09 2.6458e+25 -3.4971 3.3651 272.43
-1.419e-08 -6.2435e-09 2.6389e+25 -3.3946 3.9002 272.2
-1.419e-08 -5.1083e-09 2.6377e+25 -3.2966 4.1361 272.45
-1.419e-08 -3.9731e-09 2.6367e+25 -3.4193 4.0663 272.56
-1.419e-08 -2.838e-09 2.6359e+25 -3.4152 4.1181 272.44
-1.419e-08 -1.7028e-09 2.638e+25 -3.22 4.4283 272.44
-1.419e-08 -5.6759e-10 2.6393e+25 -3.0077 4.3148 272.41
-1.419e-08 5.6759e-10 2.6338e+25 -3.2563 4.5148 272.26
-1.419e-08 1.7028e-09 2.6334e+25 -3.1885 4.5155 272.54
-1.419e-08 2.838e-09 2.6298e+25 -3.0138 4.7072 272.47
-1.419e-08 3.9731e-09 2.629e+25 -2.5656 4.9935 272.57
-1.419e-08 5.1083e-09 2.6283e+25 -2.7901 4.9967 272.56
-1.419e-08 6.2435e-09 2.6259e+25 -2.6446 4.9853 272.81
-1.419e-08 7.3787e-09 2.6225e+25 -2.475 5.035 272.72
-1.419e-08 8.5138e-09 2.6187e+25 -2.0886 5.0944 272.67
-1.419e-08 9.649e-09 2.6171e+25 -1.947 5.3259 272.63
-1.419e-08 1.0784e-08 2.6163e+25 -1.4829 5.2025 272.6
-1.419e-08 1.1919e-08 2.614e+25 -1.3729 5.209 272.52
-1.419e-08 1.3055e-08 2.612e+25 -0.87767 4.9592 272.64
-1.419e-08 1.419e-08 2.6104e+25 -0.28417 4.7739 272.57
-1.419e-08 1.5325e-08 2.6126e+25 0.18553 4.6565 272.65
-1.419e-08 1.646e-08 2.6127e+25 0.80431 4.5403 272.82
-1.419e-08 1.7595e-08 2.6136e+25 1.5764 4.2975 272.63
-1.419e-08 1.873e-08 2.6108e+25 2.0738 3.9685 272.76
-1.419e-08 1.9866e-08 2.6113e+25 3.1312 3.6728 273.09
-1.419e-08 2.1001e-08 2.6102e+25 4.0303 3.269 273.47
-1.419e-08 2.2136e-08 2.6109e+25 5.1652 3.0259 273.52
-1.419e-08 2.3271e-08 2.61e+25 6.1844 2.6615 273.61
-1.419e-08 2.4406e-08 2.614e+25 7.947 2.1534 273.71
-1.419e-08 2.5542e-08 2.6172e+25 9.3928 1.7799 274.01
-1.419e-08 2.6677e-08 2.6209e+25 11.231 1.2688 274.12
-1.419e-08 2.7812e-08 2.6204e+25 13.218 0.94988 274.33
-1.419e-08 2.8947e-08 2.6262e+25 15.404 0.70878 274.31
-1.419e-08 3.0082e-08 2.6312e+25 17.666 0.2096 274.39
-1.419e-08 3.1217e-08 2.6377e+25 20.584 0.14321 274.35
-1.3055e-08 -3.1217e-08 2.646e+25 -2.0659 -0.021699 272.67
-1.3055e-08 -3.0082e-08 2.6478e+25 -2.578 -0.073065 272.56
-1.3055e-08 -2.8947e-08 2.6473e+25 -2.7548 0.15539 272.69
-1.3055e-08 -2.7812e-08 2.65e+25 -2.8651 0.32329 272.72
-1.3055e-08 -2.6677e-08 2.6507e+25 -2.9497 0.48461 272.72
-1.3055e-08 -2.5542e-08 2.6511e+25 -3.1037 0.5704 272.53
-1.3055e-08 -2.4406e-08 2.6529e+25 -3.2912 0.87096 272.48
-1.3055e-08 -2.3271e-08 2.655e+25 -3.4504 1.2132 272.26
-1.3055e-08 -2.2136e-08 2.6524e+25 -3.3192 1.2659 272.47
-1.3055e-08 -2.1001e-08 2.6497e+25 -3.6607 1.3489 272.58
-1.3055e-08 -1.9866e-08 2.6497e+25 -3.3779 1.2388 272.59
-1.3055e-08 -1.873e-08 2.6508e+25 -3.4313 1.5152 272.62
-1.3055e-08 -1.7595e-08 2.6502e+25 -3.4433 1.8729 272.57
-1.3055e-08 -1.646e-08 2.6508e+25 -3.5068 2.0507 272.59
-1.3055e-08 -1.5325e-08 2.6543e+25 -3.6271 2.1158 272.52
-1.3055e-08 -1.419e-08 2.6537e+25 -3.699 2.3756 272.52
-1.3055e-08 -1.3055e-08 2.6533e+25 -3.771 2.475 272.47
-1.3055e-08 -1.1919e-08 2.6489e+25 -3.7153 2.603 272.66
-1.3055e-08 -1.0784e-08 2.6492e+25 -3.8384 2.7076 272.69
-1.3055e-08 -9.649e-09 2.6495e+25 -3.7575 2.8693 272.63
-1.3055e-08 -8.5138e-09 2.6469e+25 -3.5129 2.8944 272.58
-1.3055e-08 -7.3787e-09 2.6454e+25 -3.6461 3.1392 272.57
-1.3055e-08 -6.2435e-09 2.6427e+25 -3.8359 3.163 272.51
-1.3055e-08 -5.1083e-09 2.6448e+25 -3.3828 3.5486 272.43
-1.3055e-08 -3.9731e-09 2.6406e+25 -3.4802 3.697 272.65
-1.3055e-08 -2.838e-09 2.6409e+25 -3.4684 3.863 272.58
-1.3055e-08 -1.7028e-09 2.6466e+25 -3.2838 3.6644 272.49
-1.3055e-08 -5.6759e-10 2.642e+25 -3.1989 3.9076 272.44
-1.3055e-08 5.6759e-10 2.6417e+25 -3.3826 4.1227 272.42
-1.3055e-08 1.7028e-09 2.6378e+25 -3.1837 4.2718 272.59
-1.3055e-08 2.838e-09 2.6327e+25 -3.1625 4.4234 272.66
-1.3055e-08 3.9731e-09 2.6299e+25 -2.981 4.5307 272.73
-1.3055e-08 5.1083e-09 2.6314e+25 -2.636 4.7548 272.67
-1.3055e-08 6.2435e-09 2.6303e+25 -2.6911 4.7462 272.67
-1.3055e-08 7.3787e-09 2.627e+25 -2.423 4.733 272.57
-1.3055e-08 8.5138e-09 2.6248e+25 -2.19 4.7359 272.45
-1.3055e-08 9.649e-09 2.6229e+25 -1.8507 4.7165 272.51
-1.3055e-08 1.0784e-08 2.6221e+25 -1.4702 4.6884 272.55
-1.3055e-08 1.1919e-08 2.6205e+25 -1.2064 4.4732 272.61
-1.3055e-08 1.3055e-08 2.6201e+25 -0.66228 4.4602 272.5
-1.3055e-08 1.419e-08 2.6182e+25 -0.32336 4.3836 272.82
-1.3055e-08 1.5325e-08 2.6164e+25 0.41835 4.1759 272.95
-1.3055e-08 1.646e-08 2.6183e+25 1.0045 3.9529 272.85
-1.3055e-08 1.7595e-08 2.6156e+25 1.6284 3.9428 272.68
-1.3055e-08 1.873e-08 2.6171e+25 2.6148 3.6692 273
-1.3055e-08 1.9866e-08 2.6162e+25 3.3796 3.2689 273.45
-1.3055e-08 2.1001e-08 2.6198e+25 4.3359 3.0486 273.25
-1.3055e-08 2.2136e-08 2.6206e+25 5.4045 2.5872 273.46
-1.3055e-08 2.3271e-08 2.6171e+25 6.7455 2.2038 273.62
-1.3055e-08 2.4406e-08 2.6241e+25 8.2756 1.8819 273.56
-1.3055e-08 2.5542e-08 2.625e+25 9.8789 1.427 273.94
-1.3055e-08 2.6677e-08 2.626e+25 11.507 1.0809 274.12
-1.3055e-08 2.7812e-08 2.6278e+25 13.354 0.72711 274.47
-1.3055e-08 2.8947e-08 2.6348e+25 15.634 0.55656 274.21
-1.3055e-08 3.0082e-08 2.6384e+25 17.808 0.52328 274.36
-1.3055e-08 3.1217e-08 2.6416e+25 20.883 0.15053 274.41
-1.1919e-08 -3.1217e-08 2.6498e+25 -2.1364 0.068388 272.74
-1.1919e-08 -3.0082e-08 2.6516e+25 -2.5864 0.26531 272.46
-1.1919e-08 -2.8947e-08 2.6511e+25 -2.9864 0.21767 272.53
-1.1919e-08 -2.7812e-08 2.6533e+25 -3.0006 0.34528 272.7
-1.1919e-08 -2.6677e-08 2.6517e+25 -3.0492 0.4249 273
-1.1919e-08 -2.5542e-08 2.6573e+25 -3.3771 0.69126 272.39
-1.1919e-08 -2.4406e-08 2.6569e+25 -3.3505 0.80226 272.54
-1.1919e-08 -2.3271e-08 2.6557e+25 -3.548 0.72253 272.5
-1.1919e-08 -2.2136e-08 2.6552e+25 -3.6053 0.90595 272.56
-1.1919e-08 -2.1001e-08 2.656e+25 -3.4474 1.0797 272.65
-1.1919e-08 -1.9866e-08 2.6553e+25 -3.4928 1.3165 272.49
-1.1919e-08 -1.873e-08 2.6538e+25 -3.6903 1.5849 272.56
-1.1919e-08 -1.7595e-08 2.6531e+25 -3.6692 1.4444 272.68
-1.1919e-08 -1.646e-08 2.651e+25 -3.7432 1.5205 272.8
-1.1919e-08 -1.5325e-08 2.6513e+25 -3.8242 2.0276 272.72
-1.1919e-08 -1.419e-08 2.6538e+25 -3.9027 2.2571 272.35
-1.1919e-08 -1.3055e-08 2.6539e+25 -3.869 2.3275 272.56
-1.1919e-08 -1.1919e-08 2.6548e+25 -3.7931 2.4864 272.53
-1.1919e-08 -1.0784e-08 2.6543e+25 -3.9932 2.5699 272.3
-1.1919e-08 -9.649e-09 2.6551e+25 -3.7098 2.5992 272.42
-1.1919e-08 -8.5138e-09 2.6518e+25 -3.8056 2.7694 272.4
-1.1919e-08 -7.3787e-09 2.6524e+25 -3.7927 3.0679 272.48
-1.1919e-08 -6.2435e-09 2.6489e+25 -3.8718 3.2488 272.5
-1.1919e-08 -5.1083e-09 2.6488e+25 -3.7553 3.2636 272.62
-1.1919e-08 -3.9731e-09 2.6455e+25 -3.548 3.4952 272.61
-1.1919e-08 -2.838e-09 2.6452e+25 -3.3835 3.6068 272.63
-1.1919e-08 -1.7028e-09 2.6424e+25 -3.2543 3.5867 272.65
-1.1919e-08 -5.6759e-10 2.6459e+25 -3.49 3.7613 272.68
-1.1919e-08 5.6759e-10 2.6434e+25 -3.5884 3.9538 272.66
-1.1919e-08 1.7028e-09 2.6407e+25 -3.481 4.1717 272.53
-1.1919e-08 2.838e-09 2.6384e+25 -3.0425 4.1934 272.68
-1.1919e-08 3.9731e-09 2.6357e+25 -2.9192 4.0747 272.5
-1.1919e-08 5.1083e-09 2.6339e+25 -2.8963 4.1313 272.7
-1.1919e-08 6.2435e-09 2.6314e+25 -2.7492 4.2672 272.56
-1.1919e-08 7.3787e-09 2.6345e+25 -2.4405 4.3835 272.46
-1.1919e-08 8.5138e-09 2.6285e+25 -2.1396 4.3093 272.56
-1.1919e-08 9.649e-09 2.6279e+25 -1.8487 4.2286 272.72
-1.1919e-08 1.0784e-08 2.629e+25 -1.331 4.2581 272.78
-1.1919e-08 1.1919e-08 2.6265e+25 -1.0521 4.148 272.93
-1.1919e-08 1.3055e-08 2.6252e+25 -0.71293 4.1281 272.89
-1.1919e-08 1.419e-08 2.6227e+25 -0.05383 3.8697 272.91
-1.1919e-08 1.5325e-08 2.6258e+25 0.50432 3.7477 272.86
-1.1919e-08 1.646e-08 2.6262e+25 1.1142 3.6872 272.8
-1.1919e-08 1.7595e-08 2.6229e+25 1.8275 3.4501 272.99
-1.1919e-08 1.873e-08 2.6215e+25 2.8164 3.1562 273.47
-1.1919e-08 1.9866e-08 2.6244e+25 3.7279 2.904 273.24
-1.1919e-08 2.1001e-08 2.6251e+25 4.7084 2.5577 273.4
-1.1919e-08 2.2136e-08 2.6293e+25 5.7765 2.2148 273.51
-1.1919e-08 2.3271e-08 2.6282e+25 7.035 2.0398 273.49
-1.1919e-08 2.4406e-08 2.6301e+25 8.5859 1.6079 273.69
-1.1919e-08 2.5542e-08 2.6329e+25 10.1 1.3509 274.06
-1.1919e-08 2.6677e-08 2.6329e+25 11.877 1.0641 274.25
-1.1919e-08 2.7812e-08 2.6388e+25 13.499 0.89785 274.25
-1.1919e-08 2.8947e-08 2.6372e+25 15.65 0.55798 274.33
-1.1919e-08 3.0082e-08 2.6405e+25 18.05 0.35298 274.51
-1.1919e-08 3.1217e-08 2.6461e+25 21.254 0.16538 274.57
-1.0784e-08 -3.1217e-08 2.6502e+25 -2.2652 -0.039391 272.85
-1.0784e-08 -3.0082e-08 2.6511e+25 -2.6662 0.023906 273.04
-1.0784e-08 -2.8947e-08 2.6559e+25 -3.0784 0.14557 272.86
-1.0784e-08 -2.7812e-08 2.6524e+25 -3.0379 0.21926 272.87
-1.0784e-08 -2.6677e-08 2.6529e+25 -3.3167 0.41928 273.04
-1.0784e-08 -2.5542e-08 2.6551e+25 -3.6189 0.60884 272.96
-1.0784e-08 -2.4406e-08 2.6559e+25 -3.376 0.83876 272.76
-1.0784e-08 -2.3271e-08 2.6575e+25 -3.5162 1.0028 272.51
-1.0784e-08 -2.2136e-08 2.66e+25 -3.8142 1.0801 272.49
-1.0784e-08 -2.1001e-08 2.6576e+25 -3.6688 1.0475 272.6
-1.0784e-08 -1.9866e-08 2.6591e+25 -3.8267 1.0977 272.49
-1.0784e-08 -1.873e-08 2.6553e+25 -3.6235 1.3 272.63
-1.0784e-08 -1.7595e-08 2.6573e+25 -3.7245 1.4556 272.86
-1.0784e-08 -1.646e-08 2.6561e+25 -3.9623 1.7903 272.75
-1.0784e-08 -1.5325e-08 2.6572e+25 -3.9834 1.5642 272.56
-1.0784e-08 -1.419e-08 2.6542e+25 -4.1827 1.8646 272.59
-1.0784e-08 -1.3055e-08 2.658e+25 -3.9775 2.0975 272.72
-1.0784e-08 -1.1919e-08 2.6571e+25 -3.9653 2.3146 272.56
-1.0784e-08 -1.0784e-08 2.6551e+25 -4.0711 2.4089 272.51
-1.0784e-08 -9.649e-09 2.6549e+25 -3.7237 2.4343 272.71
-1.0784e-08 -8.5138e-09 2.6548e+25 -4.0507 2.6018 272.57
-1.0784e-08 -7.3787e-09 2.6521e+25 -3.994 2.7783 272.82
-1.0784e-08 -6.2435e-09 2.653e+25 -3.9646 2.8111 272.57
-1.0784e-08 -5.1083e-09 2.6488e+25 -3.8852 3.0401 272.62
-1.0784e-08 -3.9731e-09 2.6493e+25 -3.6364 3.1506 272.64
-1.0784e-08 -2.838e-09 2.6491e+25 -3.6028 3.2826 272.77
-1.0784e-08 -1.7028e-09 2.6473e+25 -3.3708 3.4627 272.56
-1.0784e-08 -5.6759e-10 2.6475e+25 -3.5662 3.5924 272.76
-1.0784e-08 5.6759e-10 2.6483e+25 -3.7482 3.7306 272.35
-1.0784e-08 1.7028e-09 2.6464e+25 -3.518 3.6741 272.54
-1.0784e-08 2.838e-09 2.644e+25 -2.9624 3.5919 272.62
-1.0784e-08 3.9731e-09 2.6415e+25 -3.1087 3.8046 272.76
-1.0784e-08 5.1083e-09 2.6404e+25 -2.9543 3.9079 272.64
-1.0784e-08 6.2435e-09 2.6394e+25 -2.7501 4.0427 272.65
-1.0784e-08 7.3787e-09 2.6376e+25 -2.4084 3.8746 272.82
-1.0784e-08 8.5138e-09 2.6342e+25 -2.0486 3.9123 272.8
-1.0784e-08 9.649e-09 2.632e+25 -1.7524 3.8042 273.03
-1.0784e-08 1.0784e-08 2.6321e+25 -1.4532 3.7342 273.2
-1.0784e-08 1.1919e-08 2.6342e+25 -0.96873 3.6457 272.74
