TITLE = "cavity_20000"
VARIABLES = "X", "Y", "nrho", "U", "V","Temperature"
ZONE T="cavity", I=72, J=72, K=1, F=BLOCK
-7.40642e-06 -2.38917e-07 2.71031e+25 -1.40275 4.92073 269.631 
-5.49508e-06 -2.38917e-07 2.68744e+25 -2.78106 3.82593 271.771 
-3.58375e-06 -2.38917e-07 2.68624e+25 -5.80232 4.41376 272.477 
-1.67242e-06 -2.38917e-07 2.68763e+25 -6.96219 4.23455 271.835 
-1.64852e-05 -1.69631e-05 2.69295e+25 0.284299 -0.0764419 272.528 
-1.45739e-05 -1.69631e-05 2.68604e+25 0.455435 0.0238852 272.505 
-1.26626e-05 -1.69631e-05 2.68566e+25 -0.360352 -0.0129702 272.875 
-1.07512e-05 -1.69631e-05 2.67669e+25 -0.322292 0.187337 273.332 
-8.83992e-06 -1.69631e-05 2.68807e+25 -0.920366 0.130069 272.683 
-6.92858e-06 -1.69631e-05 2.68977e+25 -0.280741 0.120071 272.373 
-5.01725e-06 -1.69631e-05 2.67559e+25 -0.303961 -0.0151232 273.291 
-3.10592e-06 -1.69631e-05 2.68461e+25 -0.0632799 0.197873 272.9 
-1.19458e-06 -1.69631e-05 2.6785e+25 -0.605496 -0.149912 273.327 
-1.64852e-05 -1.64852e-05 2.68854e+25 -0.608336 -0.0580456 272.498 
-1.45739e-05 -1.64852e-05 2.68964e+25 -0.396422 0.257595 272.813 
-1.26626e-05 -1.64852e-05 2.6843e+25 -0.824767 -0.128613 272.512 
-1.07512e-05 -1.64852e-05 2.68601e+25 -0.937761 0.0285128 272.301 
-8.83992e-06 -1.64852e-05 2.69409e+25 -1.06114 -0.156432 272.307 
-6.92858e-06 -1.64852e-05 2.68692e+25 0.357226 0.18606 272.294 
-5.01725e-06 -1.64852e-05 2.68502e+25 -0.299756 0.0375641 272.968 
-3.10592e-06 -1.64852e-05 2.67361e+25 -0.933474 0.925297 272.852 
-1.19458e-06 -1.64852e-05 2.66999e+25 -1.57891 -0.455471 273.647 
-1.64852e-05 -1.60074e-05 2.68897e+25 -0.0392057 -0.0784212 272.814 
-1.45739e-05 -1.60074e-05 2.68544e+25 0.00722581 0.275685 272.663 
-1.26626e-05 -1.60074e-05 2.6995e+25 -0.743965 0.4077 270.762 
-1.07512e-05 -1.60074e-05 2.68504e+25 -0.856886 -0.376488 272.213 
-8.83992e-06 -1.60074e-05 2.68151e+25 0.349698 -0.0786058 272.973 
-6.92858e-06 -1.60074e-05 2.69846e+25 1.35636 0.316819 271.759 
-5.01725e-06 -1.60074e-05 2.68859e+25 -0.61906 0.471967 272.504 
-3.10592e-06 -1.60074e-05 2.68351e+25 -1.23093 1.49368 272.472 
-1.19458e-06 -1.60074e-05 2.66592e+25 -2.63519 -1.13936 273.748 
-1.64852e-05 -1.55296e-05 2.68974e+25 0.10905 -0.169308 272.597 
-1.45739e-05 -1.55296e-05 2.67522e+25 0.289524 0.483024 273.258 
-1.26626e-05 -1.55296e-05 2.69375e+25 -0.81919 1.00784 271.211 
-1.07512e-05 -1.55296e-05 2.70222e+25 -0.857055 -0.380859 270.909 
-8.83992e-06 -1.55296e-05 2.69325e+25 -0.650436 -0.624574 272.122 
-6.92858e-06 -1.55296e-05 2.70052e+25 -0.409668 0.87217 271.232 
-5.01725e-06 -1.55296e-05 2.69739e+25 -1.91073 0.178197 272.057 
-3.10592e-06 -1.55296e-05 2.67885e+25 -1.65453 1.65257 272.605 
-1.19458e-06 -1.55296e-05 2.67069e+25 -1.76901 -1.04729 273.714 
-1.64852e-05 -1.50517e-05 2.68147e+25 0.180107 -0.364874 273.188 
-1.45739e-05 -1.50517e-05 2.67629e+25 -0.134537 0.680194 273.413 
-1.26626e-05 -1.50517e-05 2.681e+25 -0.603737 1.02967 272.398 
-1.07512e-05 -1.50517e-05 2.68851e+25 -0.487808 -0.578426 271.827 
-8.83992e-06 -1.50517e-05 2.6936e+25 -0.627071 -1.08908 271.853 
-6.92858e-06 -1.50517e-05 2.70439e+25 -1.34229 1.24379 271.579 
-5.01725e-06 -1.50517e-05 2.68594e+25 -1.88213 0.190058 272.694 
-3.10592e-06 -1.50517e-05 2.67977e+25 -2.07849 1.32597 272.402 
-1.19458e-06 -1.50517e-05 2.67679e+25 -1.298 -0.767948 273.306 
-1.64852e-05 -1.45739e-05 2.68739e+25 0.125141 -0.113679 272.567 
-1.45739e-05 -1.45739e-05 2.69071e+25 0.974142 0.805294 272.197 
-1.26626e-05 -1.45739e-05 2.67411e+25 -0.981393 1.22851 273.186 
-1.07512e-05 -1.45739e-05 2.68132e+25 -0.138575 -0.554056 272.746 
-8.83992e-06 -1.45739e-05 2.68558e+25 -0.756174 -1.04282 272.506 
-6.92858e-06 -1.45739e-05 2.6845e+25 -2.17428 1.09061 271.921 
-5.01725e-06 -1.45739e-05 2.69162e+25 -1.69849 1.08676 272.383 
-3.10592e-06 -1.45739e-05 2.67435e+25 -1.35739 0.586158 272.795 
-1.19458e-06 -1.45739e-05 2.6647e+25 -0.802308 -0.245244 274.706 
-1.64852e-05 -1.40961e-05 2.68423e+25 0.0549421 0.162131 272.93 
-1.45739e-05 -1.40961e-05 2.69137e+25 0.487828 1.0343 271.784 
-1.26626e-05 -1.40961e-05 2.67832e+25 -0.90583 0.893974 273.659 
-1.07512e-05 -1.40961e-05 2.68123e+25 -0.409241 -0.188111 272.797 
-8.83992e-06 -1.40961e-05 2.67817e+25 -1.49781 -0.758951 272.979 
-6.92858e-06 -1.40961e-05 2.68582e+25 -2.09588 0.487404 272.586 
-5.01725e-06 -1.40961e-05 2.68763e+25 -1.22366 0.568656 272.444 
-3.10592e-06 -1.40961e-05 2.68423e+25 -1.34924 0.0991778 272.182 
-1.19458e-06 -1.40961e-05 2.68172e+25 -1.11924 0.0148679 273.272 
-1.64852e-05 -1.36182e-05 2.67808e+25 0.218514 -0.123277 273.056 
-1.45739e-05 -1.36182e-05 2.696e+25 -0.694941 0.937162 271.857 
-1.26626e-05 -1.36182e-05 2.68935e+25 -0.703356 1.0666 272.605 
-1.07512e-05 -1.36182e-05 2.67805e+25 -0.812015 0.201502 273.03 
-8.83992e-06 -1.36182e-05 2.66131e+25 -0.532304 -0.360361 274.291 
-6.92858e-06 -1.36182e-05 2.68958e+25 -2.49028 0.375328 272.075 
-5.01725e-06 -1.36182e-05 2.69209e+25 -1.37361 0.190824 272.242 
-3.10592e-06 -1.36182e-05 2.68745e+25 -1.50332 -0.249196 272.081 
-1.19458e-06 -1.36182e-05 2.6845e+25 -1.71987 0.27054 272.653 
-1.64852e-05 -1.31404e-05 2.688e+25 0.915807 -0.930767 272.184 
-1.45739e-05 -1.31404e-05 2.70103e+25 0.631793 1.45521 270.517 
-1.26626e-05 -1.31404e-05 2.6826e+25 0.661106 1.2532 273.148 
-1.07512e-05 -1.31404e-05 2.67323e+25 -0.855125 -0.344242 273.443 
-8.83992e-06 -1.31404e-05 2.67132e+25 -1.23933 -0.512852 273.626 
-6.92858e-06 -1.31404e-05 2.68891e+25 -2.68842 0.613121 272.552 
-5.01725e-06 -1.31404e-05 2.69374e+25 -1.95033 0.313823 271.946 
-3.10592e-06 -1.31404e-05 2.69202e+25 -2.29102 0.393551 271.934 
-1.19458e-06 -1.31404e-05 2.68792e+25 -2.657 0.440377 272.684 
-1.64852e-05 -1.26626e-05 2.68962e+25 1.51789 -1.56825 272.219 
-1.45739e-05 -1.26626e-05 2.71397e+25 0.62474 1.2221 269.797 
-1.26626e-05 -1.26626e-05 2.68258e+25 -0.0742061 1.22263 272.655 
-1.07512e-05 -1.26626e-05 2.67604e+25 -1.07479 0.211674 273.966 
-8.83992e-06 -1.26626e-05 2.69392e+25 -2.04316 -0.269479 272.019 
-6.92858e-06 -1.26626e-05 2.68223e+25 -3.40235 0.899738 272.889 
-5.01725e-06 -1.26626e-05 2.6862e+25 -2.22974 0.189629 272.493 
-3.10592e-06 -1.26626e-05 2.68256e+25 -3.39387 0.642345 272.156 
-1.19458e-06 -1.26626e-05 2.69608e+25 -2.63634 0.141217 271.666 
-1.64852e-05 -1.21847e-05 2.69607e+25 -0.020009 -2.07971 271.899 
-1.45739e-05 -1.21847e-05 2.70742e+25 0.469121 1.02389 270.49 
-1.26626e-05 -1.21847e-05 2.68766e+25 0.178836 1.67096 272.102 
-1.07512e-05 -1.21847e-05 2.67902e+25 -0.998255 0.0832967 273.353 
-8.83992e-06 -1.21847e-05 2.67646e+25 -2.53274 0.549966 272.392 
-6.92858e-06 -1.21847e-05 2.68384e+25 -1.70054 1.03732 272.81 
-5.01725e-06 -1.21847e-05 2.68131e+25 -2.44267 -0.158885 272.934 
-3.10592e-06 -1.21847e-05 2.67728e+25 -2.84157 0.277463 272.512 
-1.19458e-06 -1.21847e-05 2.69612e+25 -2.13919 0.39724 271.192 
-1.64852e-05 -1.17069e-05 2.69475e+25 -0.332146 -2.21627 271.283 
-1.45739e-05 -1.17069e-05 2.70695e+25 0.161619 1.0611 270.245 
-1.26626e-05 -1.17069e-05 2.68479e+25 0.0364863 2.09644 272.578 
-1.07512e-05 -1.17069e-05 2.68023e+25 -1.35202 0.70319 273.328 
-8.83992e-06 -1.17069e-05 2.67657e+25 -2.42794 1.08996 272.976 
-6.92858e-06 -1.17069e-05 2.6787e+25 -1.88055 1.09789 272.838 
-5.01725e-06 -1.17069e-05 2.68576e+25 -1.96953 -0.217215 272.17 
-3.10592e-06 -1.17069e-05 2.68311e+25 -1.8158 0.180741 273.415 
-1.19458e-06 -1.17069e-05 2.68793e+25 -1.98936 0.677332 271.83 
-1.64852e-05 -1.12291e-05 2.69754e+25 -0.76322 -1.63764 271.701 
-1.45739e-05 -1.12291e-05 2.70436e+25 0.143753 0.895435 270.948 
-1.26626e-05 -1.12291e-05 2.68203e+25 -0.785919 2.12818 272.935 
-1.07512e-05 -1.12291e-05 2.68799e+25 -1.95309 1.30245 272.197 
-8.83992e-06 -1.12291e-05 2.68672e+25 -2.1226 1.0564 272.393 
-6.92858e-06 -1.12291e-05 2.67691e+25 -1.78712 0.730845 273.521 
-5.01725e-06 -1.12291e-05 2.70019e+25 -2.7141 -0.17224 270.965 
-3.10592e-06 -1.12291e-05 2.67889e+25 -1.79068 0.162757 272.872 
-1.19458e-06 -1.12291e-05 2.69069e+25 -1.84393 0.508343 272.174 
-1.64852e-05 -1.07512e-05 2.69568e+25 -1.80216 -1.03445 271.492 
-1.45739e-05 -1.07512e-05 2.70646e+25 -1.13271 0.469802 270.599 
-1.26626e-05 -1.07512e-05 2.67736e+25 -1.22711 2.36583 273.296 
-1.07512e-05 -1.07512e-05 2.68207e+25 -2.21639 1.09833 272.922 
-8.83992e-06 -1.07512e-05 2.68888e+25 -1.83794 0.722016 272.176 
-6.92858e-06 -1.07512e-05 2.6664e+25 -1.90306 0.412822 273.893 
-5.01725e-06 -1.07512e-05 2.69817e+25 -2.1338 -0.0898816 271.201 
-3.10592e-06 -1.07512e-05 2.68687e+25 -1.20708 0.0110335 271.129 
-1.19458e-06 -1.07512e-05 2.67809e+25 -2.0335 1.06943 272.659 
-1.64852e-05 -1.02734e-05 2.696e+25 -1.19301 -0.279788 271.947 
-1.45739e-05 -1.02734e-05 2.69082e+25 -1.43992 1.10387 271.171 
-1.26626e-05 -1.02734e-05 2.68387e+25 -1.7586 3.09667 272.417 
-1.07512e-05 -1.02734e-05 2.6895e+25 -2.2193 0.13602 272.299 
-8.83992e-06 -1.02734e-05 2.69216e+25 -1.95712 0.869483 271.744 
-6.92858e-06 -1.02734e-05 2.67302e+25 -1.74247 0.370238 273.535 
-5.01725e-06 -1.02734e-05 2.6949e+25 -1.41029 0.0499775 271.767 
-3.10592e-06 -1.02734e-05 2.70666e+25 -1.93513 0.151688 270.399 
-1.19458e-06 -1.02734e-05 2.68789e+25 -2.46932 0.71567 272.233 
-1.64852e-05 -9.79558e-06 2.69336e+25 0.706216 0.231744 272.166 
-1.45739e-05 -9.79558e-06 2.70208e+25 -2.30436 1.98484 270.848 
-1.26626e-05 -9.79558e-06 2.68681e+25 -1.79903 2.74051 272.513 
-1.07512e-05 -9.79558e-06 2.67909e+25 -1.85625 0.200232 273.27 
-8.83992e-06 -9.79558e-06 2.67984e+25 -1.48683 0.36412 273.55 
-6.92858e-06 -9.79558e-06 2.67683e+25 -1.15075 0.0140612 273.295 
-5.01725e-06 -9.79558e-06 2.69189e+25 -0.78649 0.508426 272.299 
-3.10592e-06 -9.79558e-06 2.71008e+25 -2.98239 0.786347 270.499 
-1.19458e-06 -9.79558e-06 2.69202e+25 -3.73142 0.977209 271.881 
-1.64852e-05 -9.31775e-06 2.69072e+25 0.287405 0.18388 272.445 
-1.45739e-05 -9.31775e-06 2.69665e+25 -1.70171 2.11192 271.553 
-1.26626e-05 -9.31775e-06 2.67985e+25 -2.27482 1.82917 272.61 
-1.07512e-05 -9.31775e-06 2.68487e+25 -0.842139 0.653955 272.625 
-8.83992e-06 -9.31775e-06 2.6772e+25 -1.5526 0.264058 272.922 
-6.92858e-06 -9.31775e-06 2.68492e+25 -0.111876 0.161694 273.106 
-5.01725e-06 -9.31775e-06 2.67966e+25 -0.477435 1.49159 273.139 
-3.10592e-06 -9.31775e-06 2.70231e+25 -2.86779 0.834406 270.868 
-1.19458e-06 -9.31775e-06 2.69771e+25 -4.28355 1.12034 271.606 
-1.64852e-05 -8.83992e-06 2.68015e+25 -0.180399 0.168267 272.738 
-1.45739e-05 -8.83992e-06 2.68096e+25 -0.222618 2.17662 273.227 
-1.26626e-05 -8.83992e-06 2.68943e+25 -1.0875 1.376 272.533 
-1.07512e-05 -8.83992e-06 2.69049e+25 -0.477987 1.11801 272.151 
-8.83992e-06 -8.83992e-06 2.68907e+25 -0.261017 0.293679 272.522 
-6.92858e-06 -8.83992e-06 2.69384e+25 -1.05074 0.609577 272.816 
-5.01725e-06 -8.83992e-06 2.69222e+25 -1.30901 1.96844 272.215 
-3.10592e-06 -8.83992e-06 2.69353e+25 -2.53791 0.615067 271.718 
-1.19458e-06 -8.83992e-06 2.68812e+25 -3.96041 1.38592 272.71 
-1.64852e-05 -8.36208e-06 2.68128e+25 0.271677 0.45102 273.035 
-1.45739e-05 -8.36208e-06 2.67626e+25 0.557468 2.06245 273.791 
-1.26626e-05 -8.36208e-06 2.68853e+25 -0.652073 1.41356 272.328 
-1.07512e-05 -8.36208e-06 2.68207e+25 0.167293 1.19787 272.866 
-8.83992e-06 -8.36208e-06 2.68526e+25 -0.984423 0.722994 271.66 
-6.92858e-06 -8.36208e-06 2.70268e+25 -1.64872 1.22937 271.872 
-5.01725e-06 -8.36208e-06 2.68852e+25 -2.91233 1.72849 272.01 
-3.10592e-06 -8.36208e-06 2.6882e+25 -2.28612 0.886323 272.407 
-1.19458e-06 -8.36208e-06 2.68907e+25 -3.77053 1.35276 272.383 
-1.64852e-05 -7.88425e-06 2.67516e+25 0.114839 0.166585 273.181 
-1.45739e-05 -7.88425e-06 2.67761e+25 0.72928 2.10448 273.38 
-1.26626e-05 -7.88425e-06 2.69591e+25 1.2411 1.82376 271.041 
-1.07512e-05 -7.88425e-06 2.67842e+25 -0.144283 1.29577 272.726 
-8.83992e-06 -7.88425e-06 2.68997e+25 -0.967547 0.999492 272.246 
-6.92858e-06 -7.88425e-06 2.69956e+25 -2.91257 1.74534 271.088 
-5.01725e-06 -7.88425e-06 2.68422e+25 -3.36041 1.44579 272.56 
-3.10592e-06 -7.88425e-06 2.67825e+25 -1.98268 1.11604 272.818 
-1.19458e-06 -7.88425e-06 2.68686e+25 -3.08033 1.46929 272.477 
-1.64852e-05 -7.40642e-06 2.68581e+25 -0.496404 0.413321 272.522 
-1.45739e-05 -7.40642e-06 2.681e+25 0.590105 1.73926 273.419 
-1.26626e-05 -7.40642e-06 2.68756e+25 1.59652 2.19534 271.904 
-1.07512e-05 -7.40642e-06 2.68104e+25 -0.738382 1.9584 272.75 
-8.83992e-06 -7.40642e-06 2.70975e+25 -2.28676 1.3006 270.461 
-6.92858e-06 -7.40642e-06 2.69887e+25 -3.67685 1.52989 270.781 
-5.01725e-06 -7.40642e-06 2.68545e+25 -3.82907 0.931278 272.81 
-3.10592e-06 -7.40642e-06 2.69221e+25 -2.38933 0.479855 272.464 
-1.19458e-06 -7.40642e-06 2.68875e+25 -2.61447 1.38051 272.332 
-1.64852e-05 -6.92858e-06 2.68646e+25 -0.152845 0.210853 272.878 
-1.45739e-05 -6.92858e-06 2.68916e+25 -0.496788 1.74373 272.009 
-1.26626e-05 -6.92858e-06 2.67689e+25 -0.588453 2.27932 272.925 
-1.07512e-05 -6.92858e-06 2.69244e+25 -0.54244 1.84867 272.357 
-8.83992e-06 -6.92858e-06 2.70739e+25 -1.62043 2.08891 270.26 
-6.92858e-06 -6.92858e-06 2.69759e+25 -4.86233 1.40254 271.537 
-5.01725e-06 -6.92858e-06 2.68306e+25 -4.64826 0.155527 272.943 
-3.10592e-06 -6.92858e-06 2.69233e+25 -3.95562 0.911905 271.259 
-1.19458e-06 -6.92858e-06 2.68009e+25 -3.32101 1.80178 272.832 
-1.64852e-05 -6.45075e-06 2.68558e+25 -0.35945 -0.0525766 272.955 
-1.45739e-05 -6.45075e-06 2.70557e+25 -0.774518 1.81531 271.058 
-1.26626e-05 -6.45075e-06 2.68636e+25 -1.08966 2.30063 272.092 
-1.07512e-05 -6.45075e-06 2.69595e+25 -1.04279 2.1519 271.77 
-8.83992e-06 -6.45075e-06 2.69363e+25 -2.08087 3.08045 271.327 
-6.92858e-06 -6.45075e-06 2.69082e+25 -3.94462 1.99147 271.923 
-5.01725e-06 -6.45075e-06 2.67824e+25 -3.07161 0.395038 273.51 
-3.10592e-06 -6.45075e-06 2.69254e+25 -4.33127 1.71337 271.589 
-1.19458e-06 -6.45075e-06 2.68105e+25 -3.73754 1.85427 272.844 
-1.64852e-05 -5.97292e-06 2.6876e+25 -0.230606 0.485388 272.305 
-1.45739e-05 -5.97292e-06 2.68968e+25 -1.25596 1.80292 271.956 
-1.26626e-05 -5.97292e-06 2.70022e+25 -1.61658 2.14536 271.698 
-1.07512e-05 -5.97292e-06 2.70035e+25 -3.02073 2.41985 271.407 
-8.83992e-06 -5.97292e-06 2.68379e+25 -2.73955 3.42606 272.521 
-6.92858e-06 -5.97292e-06 2.67761e+25 -2.86135 2.26 272.693 
-5.01725e-06 -5.97292e-06 2.68013e+25 -3.90638 0.69578 273.574 
-3.10592e-06 -5.97292e-06 2.68529e+25 -4.61058 1.80496 272.534 
-1.19458e-06 -5.97292e-06 2.68818e+25 -3.61108 1.98759 272.154 
-1.64852e-05 -5.49508e-06 2.66759e+25 0.422015 0.849376 273.734 
-1.45739e-05 -5.49508e-06 2.67265e+25 -1.44753 2.74594 273.391 
-1.26626e-05 -5.49508e-06 2.6919e+25 -1.93066 1.85019 272.379 
-1.07512e-05 -5.49508e-06 2.70258e+25 -3.63556 2.38614 271.07 
-8.83992e-06 -5.49508e-06 2.68129e+25 -2.78705 3.10014 271.89 
-6.92858e-06 -5.49508e-06 2.67983e+25 -3.25624 2.00272 273.054 
-5.01725e-06 -5.49508e-06 2.69187e+25 -4.00809 0.735229 272.381 
-3.10592e-06 -5.49508e-06 2.70265e+25 -4.21071 1.05797 270.699 
-1.19458e-06 -5.49508e-06 2.68979e+25 -3.1466 1.69316 272.019 
-1.64852e-05 -5.01725e-06 2.67499e+25 0.218452 0.725789 273.217 
-1.45739e-05 -5.01725e-06 2.67024e+25 -1.16994 3.27657 273.44 
-1.26626e-05 -5.01725e-06 2.68101e+25 -2.44561 2.40425 272.691 
-1.07512e-05 -5.01725e-06 2.6989e+25 -3.16772 2.39848 271.565 
-8.83992e-06 -5.01725e-06 2.68509e+25 -2.57615 2.91166 272.003 
-6.92858e-06 -5.01725e-06 2.68367e+25 -2.88079 2.17203 272.48 
-5.01725e-06 -5.01725e-06 2.67668e+25 -3.73314 1.4972 272.927 
-3.10592e-06 -5.01725e-06 2.71342e+25 -4.35031 0.0619848 269.655 
-1.19458e-06 -5.01725e-06 2.69445e+25 -4.49108 1.37942 270.913 
-1.64852e-05 -4.53942e-06 2.6816e+25 -0.0645837 0.518198 272.536 
-1.45739e-05 -4.53942e-06 2.68118e+25 -0.426454 3.33105 273.414 
-1.26626e-05 -4.53942e-06 2.68477e+25 -1.38656 2.64031 272.541 
-1.07512e-05 -4.53942e-06 2.68576e+25 -2.05227 2.44583 272.176 
-8.83992e-06 -4.53942e-06 2.68119e+25 -2.43799 3.24938 272.16 
-6.92858e-06 -4.53942e-06 2.67673e+25 -2.99647 2.38606 272.766 
-5.01725e-06 -4.53942e-06 2.67949e+25 -4.89339 1.82698 272.841 
-3.10592e-06 -4.53942e-06 2.71197e+25 -5.61348 0.154209 270.342 
-1.19458e-06 -4.53942e-06 2.69944e+25 -5.86788 1.56129 270.993 
-1.64852e-05 -4.06158e-06 2.68273e+25 -0.153045 0.568249 272.442 
-1.45739e-05 -4.06158e-06 2.68366e+25 0.110605 3.04475 272.801 
-1.26626e-05 -4.06158e-06 2.6729e+25 -0.553894 2.42771 273.256 
-1.07512e-05 -4.06158e-06 2.68805e+25 -0.938334 2.2761 272.283 
-8.83992e-06 -4.06158e-06 2.69862e+25 -3.2526 3.5715 271.256 
-6.92858e-06 -4.06158e-06 2.6816e+25 -3.09132 2.4551 273.182 
-5.01725e-06 -4.06158e-06 2.68715e+25 -5.11764 2.49988 272.334 
-3.10592e-06 -4.06158e-06 2.70515e+25 -6.30201 1.44396 270.964 
-1.19458e-06 -4.06158e-06 2.70201e+25 -6.88598 1.43651 271.223 
-1.64852e-05 -3.58375e-06 2.68149e+25 -0.586015 0.604157 272.234 
-1.45739e-05 -3.58375e-06 2.68489e+25 -0.580578 2.94583 272.252 
-1.26626e-05 -3.58375e-06 2.67765e+25 -0.262077 2.41006 273.096 
-1.07512e-05 -3.58375e-06 2.6839e+25 -0.451044 2.64032 271.946 
-8.83992e-06 -3.58375e-06 2.69498e+25 -3.45369 3.70857 271.122 
-6.92858e-06 -3.58375e-06 2.67754e+25 -3.34479 2.78729 273.369 
-5.01725e-06 -3.58375e-06 2.68647e+25 -5.99264 2.66418 272.49 
-3.10592e-06 -3.58375e-06 2.70075e+25 -6.85985 2.06484 270.813 
-1.19458e-06 -3.58375e-06 2.69377e+25 -7.12084 0.62431 271.246 
-1.64852e-05 -3.10592e-06 2.68079e+25 0.0129305 0.615657 272.769 
-1.45739e-05 -3.10592e-06 2.68867e+25 -1.11251 3.01444 271.988 
-1.26626e-05 -3.10592e-06 2.70983e+25 -0.732911 2.23761 270.7 
-1.07512e-05 -3.10592e-06 2.70552e+25 -0.772039 3.33129 271.275 
-8.83992e-06 -3.10592e-06 2.69021e+25 -3.55435 4.33904 271.665 
-6.92858e-06 -3.10592e-06 2.67658e+25 -3.90705 2.70535 273.348 
-5.01725e-06 -3.10592e-06 2.68033e+25 -6.39744 2.89692 272.522 
-3.10592e-06 -3.10592e-06 2.69995e+25 -7.74245 1.75265 270.845 
-1.19458e-06 -3.10592e-06 2.69402e+25 -7.46216 0.51002 271.579 
-1.64852e-05 -2.62808e-06 2.68033e+25 -0.078325 1.08425 272.979 
-1.45739e-05 -2.62808e-06 2.69493e+25 -1.65879 2.93939 271.125 
-1.26626e-05 -2.62808e-06 2.70998e+25 -0.103527 2.68738 270.774 
-1.07512e-05 -2.62808e-06 2.69879e+25 0.303068 3.60182 271.037 
-8.83992e-06 -2.62808e-06 2.6939e+25 -2.47493 4.77801 271.803 
-6.92858e-06 -2.62808e-06 2.67954e+25 -4.86153 2.99405 273.343 
-5.01725e-06 -2.62808e-06 2.67463e+25 -5.04521 3.34485 272.949 
-3.10592e-06 -2.62808e-06 2.69913e+25 -7.18327 1.98314 271.595 
-1.19458e-06 -2.62808e-06 2.69503e+25 -7.21681 1.30138 271.005 
-1.64852e-05 -2.15025e-06 2.68177e+25 0.383141 2.37613 272.667 
-1.45739e-05 -2.15025e-06 2.7052e+25 -1.32719 2.86355 270.342 
-1.26626e-05 -2.15025e-06 2.70482e+25 0.525536 2.85518 270.845 
-1.07512e-05 -2.15025e-06 2.69707e+25 -0.640848 3.7365 270.7 
-8.83992e-06 -2.15025e-06 2.69348e+25 -2.21597 5.24827 270.921 
-6.92858e-06 -2.15025e-06 2.68074e+25 -4.30798 3.14233 273.183 
-5.01725e-06 -2.15025e-06 2.67803e+25 -4.39071 3.609 272.775 
-3.10592e-06 -2.15025e-06 2.68601e+25 -6.29989 2.21127 272.36 
-1.19458e-06 -2.15025e-06 2.701e+25 -7.93597 1.72962 270.458 
-1.64852e-05 -1.67242e-06 2.68139e+25 -0.303878 2.62023 273.062 
-1.45739e-05 -1.67242e-06 2.70981e+25 -0.571161 2.49666 270.152 
-1.26626e-05 -1.67242e-06 2.69822e+25 0.169306 2.26244 271.394 
-1.07512e-05 -1.67242e-06 2.70282e+25 -1.29124 3.89945 270.333 
-8.83992e-06 -1.67242e-06 2.68797e+25 -2.61918 5.65536 272.1 
-6.92858e-06 -1.67242e-06 2.6827e+25 -4.64174 3.14681 273.278 
-5.01725e-06 -1.67242e-06 2.68595e+25 -3.84843 3.67137 271.927 
-3.10592e-06 -1.67242e-06 2.68849e+25 -5.16918 3.07237 272.41 
-1.19458e-06 -1.67242e-06 2.70235e+25 -8.42608 1.90701 271.117 
-1.64852e-05 -1.19458e-06 2.67333e+25 0.151033 1.31233 273.098 
-1.45739e-05 -1.19458e-06 2.70266e+25 -0.0437385 2.39395 270.738 
-1.26626e-05 -1.19458e-06 2.69936e+25 0.280474 1.97573 271.517 
-1.07512e-05 -1.19458e-06 2.70886e+25 -2.00183 4.20992 269.883 
-8.83992e-06 -1.19458e-06 2.6982e+25 -1.91285 5.97656 271.444 
-6.92858e-06 -1.19458e-06 2.69095e+25 -3.88307 2.99828 272.264 
-5.01725e-06 -1.19458e-06 2.68745e+25 -3.99245 3.91296 272.252 
-3.10592e-06 -1.19458e-06 2.69126e+25 -4.81479 3.95031 271.632 
-1.19458e-06 -1.19458e-06 2.6893e+25 -8.80562 2.39883 272.64 
-1.64852e-05 -7.1675e-07 2.68214e+25 -0.0890624 1.8543 272.525 
-1.45739e-05 -7.1675e-07 2.69214e+25 0.178832 2.07374 271.078 
-1.26626e-05 -7.1675e-07 2.70173e+25 -0.515237 2.49878 271.209 
-1.07512e-05 -7.1675e-07 2.71404e+25 -2.15756 4.53415 269.698 
-8.83992e-06 -7.1675e-07 2.68858e+25 -2.16912 6.14671 271.908 
-6.92858e-06 -7.1675e-07 2.69766e+25 -2.82365 3.54472 271.027 
-5.01725e-06 -7.1675e-07 2.68898e+25 -3.79631 4.07368 271.717 
-3.10592e-06 -7.1675e-07 2.68819e+25 -5.38785 4.43912 272.489 
-1.19458e-06 -7.1675e-07 2.67964e+25 -7.76289 2.91417 272.402 
-1.64852e-05 -2.38917e-07 2.68081e+25 -0.475779 1.86222 272.691 
-1.45739e-05 -2.38917e-07 2.69133e+25 0.318049 2.34955 271.756 
-1.26626e-05 -2.38917e-07 2.6946e+25 -0.338451 3.55431 271.523 
-1.07512e-05 -2.38917e-07 2.7106e+25 -2.14432 4.54429 270.072 
-8.83992e-06 -2.38917e-07 2.69236e+25 -1.65035 5.68862 272.223 
-6.92858e-06 -2.38917e-07 2.69643e+25 -1.80798 4.02675 271.343 
-5.01725e-06 -2.38917e-07 2.70213e+25 -3.6492 4.49803 271.139 
-3.10592e-06 -2.38917e-07 2.67856e+25 -5.73951 4.68567 272.889 
-1.19458e-06 -2.38917e-07 2.69205e+25 -7.41663 4.01143 271.643 
-1.60074e-05 -1.69631e-05 2.68143e+25 0.186066 0.0509681 272.92 
-1.40961e-05 -1.69631e-05 2.67551e+25 0.220771 0.190237 273.369 
-1.21847e-05 -1.69631e-05 2.68257e+25 -0.218907 -0.0960469 272.172 
