TITLE = "cavity_20000"
VARIABLES = "X", "Y", "nrho", "U", "V","Temperature"
ZONE T="cavity", I=72, J=72, K=1, F=BLOCK
-1.55296e-05 3.58375e-06 2.69142e+25 0.679836 2.36176 271.565 
-1.36182e-05 3.58375e-06 2.69751e+25 0.26001 3.49123 271.401 
-1.17069e-05 3.58375e-06 2.68393e+25 -0.189745 5.89509 272.558 
-9.79558e-06 3.58375e-06 2.70031e+25 -0.453632 6.61283 270.504 
-7.88425e-06 3.58375e-06 2.70459e+25 -1.25959 5.79 270.593 
-5.97292e-06 3.58375e-06 2.68976e+25 -3.07016 7.07754 271.805 
-4.06158e-06 3.58375e-06 2.68835e+25 -3.8563 7.17431 271.087 
-2.15025e-06 3.58375e-06 2.6847e+25 -6.28444 7.225 272.11 
-2.38917e-07 3.58375e-06 2.68189e+25 -6.75547 4.60426 272.064 
-1.55296e-05 4.06158e-06 2.68885e+25 0.926999 1.84822 271.334 
-1.36182e-05 4.06158e-06 2.68634e+25 0.89932 3.47328 272.372 
-1.17069e-05 4.06158e-06 2.67606e+25 0.457472 5.61362 272.628 
-9.79558e-06 4.06158e-06 2.71423e+25 0.452712 6.02788 269.944 
-7.88425e-06 4.06158e-06 2.70444e+25 -0.814236 6.30685 271.005 
-5.97292e-06 4.06158e-06 2.68898e+25 -3.05971 7.45616 272.081 
-4.06158e-06 4.06158e-06 2.69472e+25 -4.1205 7.74335 271.368 
-2.15025e-06 4.06158e-06 2.69474e+25 -5.13736 7.49091 271.721 
-2.38917e-07 4.06158e-06 2.68171e+25 -5.79014 5.0233 272.344 
-1.55296e-05 4.53942e-06 2.69398e+25 0.154554 1.97007 271.368 
-1.36182e-05 4.53942e-06 2.69008e+25 -0.235572 3.14264 271.791 
-1.17069e-05 4.53942e-06 2.69223e+25 0.600606 5.70484 272.483 
-9.79558e-06 4.53942e-06 2.70535e+25 1.09346 5.52917 270.432 
-7.88425e-06 4.53942e-06 2.71037e+25 -0.0226558 6.88268 270.684 
-5.97292e-06 4.53942e-06 2.6975e+25 -3.12592 8.57832 271.313 
-4.06158e-06 4.53942e-06 2.68898e+25 -5.01059 7.69861 271.557 
-2.15025e-06 4.53942e-06 2.67262e+25 -4.48347 7.24199 273.089 
-2.38917e-07 4.53942e-06 2.67905e+25 -5.46235 5.13378 272.409 
-1.55296e-05 5.01725e-06 2.6925e+25 0.314971 2.4444 271.443 
-1.36182e-05 5.01725e-06 2.68853e+25 -1.49451 3.34032 271.906 
-1.17069e-05 5.01725e-06 2.70202e+25 1.09705 6.18255 271.021 
-9.79558e-06 5.01725e-06 2.69067e+25 -0.851387 5.441 271.524 
-7.88425e-06 5.01725e-06 2.70348e+25 -0.278262 7.84693 270.478 
-5.97292e-06 5.01725e-06 2.68477e+25 -3.18814 9.47004 271.858 
-4.06158e-06 5.01725e-06 2.68315e+25 -6.43924 7.9339 272.424 
-2.15025e-06 5.01725e-06 2.6745e+25 -4.61419 7.29079 273.161 
-2.38917e-07 5.01725e-06 2.68311e+25 -4.90655 5.37037 271.896 
-1.55296e-05 5.49508e-06 2.67377e+25 -0.482188 2.87225 272.672 
-1.36182e-05 5.49508e-06 2.69023e+25 -2.30522 3.79968 271.521 
-1.17069e-05 5.49508e-06 2.69527e+25 -0.230751 6.38728 271.217 
-9.79558e-06 5.49508e-06 2.69002e+25 -0.470963 5.32677 271.795 
-7.88425e-06 5.49508e-06 2.70238e+25 -0.0849158 8.60734 270.34 
-5.97292e-06 5.49508e-06 2.6824e+25 -2.30444 10.3535 272.037 
-4.06158e-06 5.49508e-06 2.67749e+25 -4.9283 7.85324 273.171 
-2.15025e-06 5.49508e-06 2.66719e+25 -4.18229 7.41272 273.728 
-2.38917e-07 5.49508e-06 2.6866e+25 -5.40187 5.14812 271.909 
-1.55296e-05 5.97292e-06 2.68651e+25 -0.00370064 3.2438 272.437 
-1.36182e-05 5.97292e-06 2.6922e+25 -0.891698 3.7536 272.213 
-1.17069e-05 5.97292e-06 2.69327e+25 -1.66299 6.23073 271.509 
-9.79558e-06 5.97292e-06 2.69682e+25 -0.244194 5.36401 271.035 
-7.88425e-06 5.97292e-06 2.69909e+25 -0.500722 8.43022 270.89 
-5.97292e-06 5.97292e-06 2.67982e+25 -2.15991 10.3266 271.691 
-4.06158e-06 5.97292e-06 2.67693e+25 -2.97928 8.52691 272.851 
-2.15025e-06 5.97292e-06 2.67709e+25 -3.51241 7.6063 272.748 
-2.38917e-07 5.97292e-06 2.68365e+25 -3.68135 5.04594 272.271 
-1.55296e-05 6.45075e-06 2.67724e+25 0.150576 3.62287 272.571 
-1.36182e-05 6.45075e-06 2.68585e+25 0.0107625 4.56686 272.609 
-1.17069e-05 6.45075e-06 2.68513e+25 -1.96971 6.47789 271.547 
-9.79558e-06 6.45075e-06 2.68889e+25 -1.66323 5.61182 271.549 
-7.88425e-06 6.45075e-06 2.6993e+25 -2.15179 7.92554 271.02 
-5.97292e-06 6.45075e-06 2.68054e+25 -2.75995 10.0958 272.494 
-4.06158e-06 6.45075e-06 2.67213e+25 -2.75522 8.74711 273.089 
-2.15025e-06 6.45075e-06 2.69155e+25 -2.74754 7.51907 272.264 
-2.38917e-07 6.45075e-06 2.68331e+25 -2.1004 5.70981 272.109 
-1.55296e-05 6.92858e-06 2.68825e+25 1.18056 3.06362 272.258 
-1.36182e-05 6.92858e-06 2.68676e+25 -0.572705 5.08852 272.296 
-1.17069e-05 6.92858e-06 2.68136e+25 -1.95173 6.50633 272.347 
-9.79558e-06 6.92858e-06 2.70326e+25 -1.80901 5.3759 270.937 
-7.88425e-06 6.92858e-06 2.69608e+25 -3.60304 8.09785 271.318 
-5.97292e-06 6.92858e-06 2.68594e+25 -2.65678 10.3768 272.545 
-4.06158e-06 6.92858e-06 2.67999e+25 -1.90647 8.20832 272.485 
-2.15025e-06 6.92858e-06 2.6841e+25 -2.16274 7.07477 272.398 
-2.38917e-07 6.92858e-06 2.6867e+25 -1.57574 6.21086 271.697 
-1.55296e-05 7.40642e-06 2.69018e+25 1.57411 2.36719 272.238 
-1.36182e-05 7.40642e-06 2.69526e+25 -0.761216 5.34495 271.596 
-1.17069e-05 7.40642e-06 2.69026e+25 -1.67581 6.03891 271.559 
-9.79558e-06 7.40642e-06 2.69419e+25 -1.18622 5.78149 270.805 
-7.88425e-06 7.40642e-06 2.7016e+25 -3.18157 9.04573 270.792 
-5.97292e-06 7.40642e-06 2.69317e+25 -3.42813 10.749 271.32 
-4.06158e-06 7.40642e-06 2.68637e+25 -2.58461 7.98521 272.102 
-2.15025e-06 7.40642e-06 2.68691e+25 -1.83921 6.41306 272.326 
-2.38917e-07 7.40642e-06 2.68755e+25 -0.716995 6.5907 271.406 
-1.55296e-05 7.88425e-06 2.68296e+25 0.116282 2.72213 272.43 
-1.36182e-05 7.88425e-06 2.68947e+25 -0.345982 5.82678 271.826 
-1.17069e-05 7.88425e-06 2.68666e+25 -1.70666 5.56401 271.732 
-9.79558e-06 7.88425e-06 2.694e+25 -0.713762 5.93102 271.584 
-7.88425e-06 7.88425e-06 2.68797e+25 -2.66339 10.0381 271.232 
-5.97292e-06 7.88425e-06 2.6955e+25 -3.14606 10.5643 271.396 
-4.06158e-06 7.88425e-06 2.67579e+25 -1.36182 7.81858 272.681 
-2.15025e-06 7.88425e-06 2.67944e+25 -1.50934 5.87212 272.126 
-2.38917e-07 7.88425e-06 2.68467e+25 -1.06591 6.67074 271.896 
-1.55296e-05 8.36208e-06 2.68484e+25 -1.28886 2.72052 272.699 
-1.36182e-05 8.36208e-06 2.69255e+25 -0.947669 6.70531 271.354 
-1.17069e-05 8.36208e-06 2.69723e+25 -2.80575 5.59519 270.579 
-9.79558e-06 8.36208e-06 2.68394e+25 -1.83729 5.71247 271.747 
-7.88425e-06 8.36208e-06 2.68816e+25 -2.93014 10.2441 271.673 
-5.97292e-06 8.36208e-06 2.70353e+25 -2.72567 10.2321 271.122 
-4.06158e-06 8.36208e-06 2.68474e+25 -0.74679 7.65683 271.924 
-2.15025e-06 8.36208e-06 2.67788e+25 -0.751691 6.1248 272.22 
-2.38917e-07 8.36208e-06 2.68554e+25 -1.25972 6.96648 271.934 
-1.55296e-05 8.83992e-06 2.67281e+25 -1.57288 3.46096 272.356 
-1.36182e-05 8.83992e-06 2.69441e+25 -2.19232 7.2714 271.27 
-1.17069e-05 8.83992e-06 2.70842e+25 -3.09833 5.90951 270.211 
-9.79558e-06 8.83992e-06 2.69513e+25 -2.48448 5.73108 271.617 
-7.88425e-06 8.83992e-06 2.68913e+25 -2.85915 10.0201 271.908 
-5.97292e-06 8.83992e-06 2.70286e+25 -2.85353 9.4084 270.578 
-4.06158e-06 8.83992e-06 2.69781e+25 -0.577966 8.08958 271.348 
-2.15025e-06 8.83992e-06 2.69517e+25 0.138054 6.74319 271.539 
-2.38917e-07 8.83992e-06 2.6824e+25 -0.154002 5.95667 272.268 
-1.55296e-05 9.31775e-06 2.68301e+25 -2.33487 3.6645 272.079 
-1.36182e-05 9.31775e-06 2.69686e+25 -1.85897 7.82381 271.236 
-1.17069e-05 9.31775e-06 2.70496e+25 -2.93062 5.7587 270.996 
-9.79558e-06 9.31775e-06 2.69803e+25 -3.26895 5.82252 271.133 
-7.88425e-06 9.31775e-06 2.69114e+25 -3.58382 9.78606 271.511 
-5.97292e-06 9.31775e-06 2.69992e+25 -3.46475 8.7798 270.968 
-4.06158e-06 9.31775e-06 2.70699e+25 -0.450471 7.86194 270.472 
-2.15025e-06 9.31775e-06 2.69914e+25 1.74766 6.76078 270.873 
-2.38917e-07 9.31775e-06 2.67533e+25 1.22813 5.42826 272.756 
-1.55296e-05 9.79558e-06 2.68815e+25 -1.64227 3.78023 271.883 
-1.36182e-05 9.79558e-06 2.69516e+25 -2.14128 7.73447 271.22 
-1.17069e-05 9.79558e-06 2.69035e+25 -3.20097 6.13361 271.512 
-9.79558e-06 9.79558e-06 2.69295e+25 -4.28357 6.08889 270.943 
-7.88425e-06 9.79558e-06 2.68963e+25 -4.34078 9.6143 272.416 
-5.97292e-06 9.79558e-06 2.69384e+25 -3.27062 8.49608 271.57 
-4.06158e-06 9.79558e-06 2.69902e+25 -0.697066 7.22184 270.596 
-2.15025e-06 9.79558e-06 2.7061e+25 1.44972 7.00965 269.941 
-2.38917e-07 9.79558e-06 2.67452e+25 2.30831 4.95553 272.445 
-1.55296e-05 1.02734e-05 2.68657e+25 -1.1528 4.12315 271.873 
-1.36182e-05 1.02734e-05 2.68634e+25 -2.32928 7.64538 271.754 
-1.17069e-05 1.02734e-05 2.68639e+25 -3.90896 6.52277 271.466 
-9.79558e-06 1.02734e-05 2.69438e+25 -4.48528 7.02868 271.835 
-7.88425e-06 1.02734e-05 2.68532e+25 -3.52105 9.96174 272.012 
-5.97292e-06 1.02734e-05 2.69065e+25 -3.20325 7.74814 271.958 
-4.06158e-06 1.02734e-05 2.70031e+25 0.217629 5.32178 270.503 
-2.15025e-06 1.02734e-05 2.70724e+25 1.85623 6.76519 270.627 
-2.38917e-07 1.02734e-05 2.6839e+25 3.1248 4.98061 272.165 
-1.55296e-05 1.07512e-05 2.69266e+25 -1.80987 3.99523 271.654 
-1.36182e-05 1.07512e-05 2.69063e+25 -3.16328 7.22567 272.234 
-1.17069e-05 1.07512e-05 2.69113e+25 -3.29726 6.79562 271.089 
-9.79558e-06 1.07512e-05 2.69163e+25 -4.7902 7.15593 271.838 
-7.88425e-06 1.07512e-05 2.69029e+25 -3.13991 9.74755 271.538 
-5.97292e-06 1.07512e-05 2.68576e+25 -0.518906 7.14954 272.242 
-4.06158e-06 1.07512e-05 2.69683e+25 0.971302 4.60381 270.567 
-2.15025e-06 1.07512e-05 2.69389e+25 2.40733 6.35513 271.49 
-2.38917e-07 1.07512e-05 2.67378e+25 4.57391 4.83688 272.364 
-1.55296e-05 1.12291e-05 2.69736e+25 -1.62267 4.38927 271.016 
-1.36182e-05 1.12291e-05 2.68311e+25 -3.61542 7.17515 272.466 
-1.17069e-05 1.12291e-05 2.70021e+25 -2.56266 7.12259 270.894 
-9.79558e-06 1.12291e-05 2.69283e+25 -3.81805 7.02833 271.344 
-7.88425e-06 1.12291e-05 2.68912e+25 -2.75427 9.44563 271.73 
-5.97292e-06 1.12291e-05 2.68979e+25 1.16973 7.197 271.39 
-4.06158e-06 1.12291e-05 2.69591e+25 1.68725 4.06278 271.387 
-2.15025e-06 1.12291e-05 2.68687e+25 3.67073 5.89365 272.324 
-2.38917e-07 1.12291e-05 2.68091e+25 5.64013 4.34942 272.098 
-1.55296e-05 1.17069e-05 2.68811e+25 -1.31647 5.20973 271.498 
-1.36182e-05 1.17069e-05 2.67169e+25 -3.2716 7.72227 273.377 
-1.17069e-05 1.17069e-05 2.69109e+25 -2.03086 6.60572 271.986 
-9.79558e-06 1.17069e-05 2.69972e+25 -2.83151 6.6711 271.253 
-7.88425e-06 1.17069e-05 2.69095e+25 -2.19823 9.08595 271.455 
-5.97292e-06 1.17069e-05 2.68938e+25 0.953018 7.08863 271.821 
-4.06158e-06 1.17069e-05 2.6957e+25 2.22482 4.37112 271.705 
-2.15025e-06 1.17069e-05 2.68407e+25 5.01545 5.20861 272.575 
-2.38917e-07 1.17069e-05 2.68046e+25 6.35385 4.45064 272.926 
-1.55296e-05 1.21847e-05 2.6799e+25 -1.53536 5.88326 271.773 
-1.36182e-05 1.21847e-05 2.68371e+25 -2.53549 8.48468 272.622 
-1.17069e-05 1.21847e-05 2.68442e+25 -1.25503 6.0151 272.119 
-9.79558e-06 1.21847e-05 2.68285e+25 -1.63361 6.62535 272.414 
-7.88425e-06 1.21847e-05 2.68876e+25 -0.932295 8.0091 271.289 
-5.97292e-06 1.21847e-05 2.68907e+25 1.85107 6.18882 271.611 
-4.06158e-06 1.21847e-05 2.69597e+25 3.42008 4.2151 271.373 
-2.15025e-06 1.21847e-05 2.691e+25 5.82753 4.32488 272.592 
-2.38917e-07 1.21847e-05 2.67817e+25 7.20846 4.55081 272.498 
-1.55296e-05 1.26626e-05 2.68517e+25 -1.19842 6.7395 271.678 
-1.36182e-05 1.26626e-05 2.67864e+25 -2.04638 8.58051 272.177 
-1.17069e-05 1.26626e-05 2.68039e+25 -1.37824 5.638 273.028 
-9.79558e-06 1.26626e-05 2.68303e+25 -1.84825 6.75524 272.653 
-7.88425e-06 1.26626e-05 2.68072e+25 0.205683 7.2059 272.152 
-5.97292e-06 1.26626e-05 2.6876e+25 2.67682 4.72085 271.806 
-4.06158e-06 1.26626e-05 2.68866e+25 4.13704 3.50684 272.015 
-2.15025e-06 1.26626e-05 2.68238e+25 7.31053 3.64169 272.855 
-2.38917e-07 1.26626e-05 2.67984e+25 10.1186 4.15397 272.496 
-1.55296e-05 1.31404e-05 2.68574e+25 -1.41913 7.33793 271.927 
-1.36182e-05 1.31404e-05 2.68519e+25 -2.35839 8.27693 271.748 
-1.17069e-05 1.31404e-05 2.6793e+25 -1.05265 5.2415 272.861 
-9.79558e-06 1.31404e-05 2.68192e+25 -0.605159 6.80539 271.993 
-7.88425e-06 1.31404e-05 2.68118e+25 2.0994 6.23483 271.9 
-5.97292e-06 1.31404e-05 2.69322e+25 4.47698 4.38554 271.167 
-4.06158e-06 1.31404e-05 2.68606e+25 6.28641 2.92638 272.745 
-2.15025e-06 1.31404e-05 2.67529e+25 8.82903 2.87158 272.451 
-2.38917e-07 1.31404e-05 2.67725e+25 12.5703 3.42484 271.846 
-1.55296e-05 1.36182e-05 2.69105e+25 -2.34476 7.57355 271.306 
-1.36182e-05 1.36182e-05 2.67335e+25 -2.04925 8.33901 272.662 
-1.17069e-05 1.36182e-05 2.67692e+25 -0.739277 5.16935 273.086 
-9.79558e-06 1.36182e-05 2.68153e+25 1.14022 6.38045 272.45 
-7.88425e-06 1.36182e-05 2.68641e+25 3.75175 5.04002 272.69 
-5.97292e-06 1.36182e-05 2.71377e+25 6.60444 3.70131 270.008 
-4.06158e-06 1.36182e-05 2.67921e+25 8.27592 1.77253 272.9 
-2.15025e-06 1.36182e-05 2.67328e+25 9.75474 1.52176 273.306 
-2.38917e-07 1.36182e-05 2.66894e+25 13.777 2.53275 272.399 
-1.55296e-05 1.40961e-05 2.68607e+25 -2.0355 8.90684 272.296 
-1.36182e-05 1.40961e-05 2.69035e+25 -2.65898 7.2059 271.325 
-1.17069e-05 1.40961e-05 2.6749e+25 -1.40945 5.16394 273.471 
-9.79558e-06 1.40961e-05 2.68408e+25 2.46231 4.95284 272.767 
-7.88425e-06 1.40961e-05 2.68648e+25 5.77692 4.18733 271.748 
-5.97292e-06 1.40961e-05 2.68797e+25 9.28365 3.60691 272.574 
-4.06158e-06 1.40961e-05 2.6826e+25 10.6099 1.34693 272.235 
-2.15025e-06 1.40961e-05 2.68793e+25 12.5304 0.786598 272.366 
-2.38917e-07 1.40961e-05 2.68414e+25 15.6234 2.27251 272.272 
-1.55296e-05 1.45739e-05 2.68223e+25 -1.94863 9.86341 271.839 
-1.36182e-05 1.45739e-05 2.68908e+25 -2.74088 5.9939 271.401 
-1.17069e-05 1.45739e-05 2.67237e+25 -0.590303 5.44442 273.693 
-9.79558e-06 1.45739e-05 2.69143e+25 3.883 3.80433 271.943 
-7.88425e-06 1.45739e-05 2.68673e+25 8.60332 3.42425 271.595 
-5.97292e-06 1.45739e-05 2.67747e+25 12.0296 3.37664 272.812 
-4.06158e-06 1.45739e-05 2.68078e+25 14.4422 1.05069 272.752 
-2.15025e-06 1.45739e-05 2.6958e+25 15.7834 0.603871 271.907 
-2.38917e-07 1.45739e-05 2.68395e+25 16.5832 1.72595 272.427 
-1.55296e-05 1.50518e-05 2.67471e+25 -2.74614 10.1917 272.375 
-1.36182e-05 1.50518e-05 2.68945e+25 -0.626927 4.79009 271.411 
-1.17069e-05 1.50518e-05 2.67825e+25 3.88008 4.57478 273.307 
-9.79558e-06 1.50518e-05 2.69356e+25 7.27664 3.14558 271.536 
-7.88425e-06 1.50518e-05 2.68766e+25 12.5538 2.32045 272.154 
-5.97292e-06 1.50518e-05 2.67709e+25 14.9492 2.4278 272.588 
-4.06158e-06 1.50518e-05 2.68386e+25 17.4552 0.646174 272.542 
-2.15025e-06 1.50518e-05 2.68686e+25 18.6896 0.664706 272.358 
-2.38917e-07 1.50518e-05 2.68654e+25 20.5819 0.974352 272.756 
-1.55296e-05 1.55296e-05 2.66001e+25 -2.84106 9.502 273.088 
-1.36182e-05 1.55296e-05 2.68572e+25 3.38367 3.544 271.456 
-1.17069e-05 1.55296e-05 2.67699e+25 8.09313 2.92949 273.502 
-9.79558e-06 1.55296e-05 2.68797e+25 11.8121 2.00402 272.077 
-7.88425e-06 1.55296e-05 2.68166e+25 16.2866 1.47461 272.438 
-5.97292e-06 1.55296e-05 2.68136e+25 18.7359 1.93768 272.919 
-4.06158e-06 1.55296e-05 2.68088e+25 20.9411 0.0907713 272.202 
-2.15025e-06 1.55296e-05 2.68712e+25 22.9039 0.564491 272.286 
-2.38917e-07 1.55296e-05 2.66335e+25 23.0119 0.241133 274.253 
-1.55296e-05 1.60074e-05 2.66407e+25 0.501808 7.80086 272.804 
-1.36182e-05 1.60074e-05 2.68531e+25 9.54403 1.8593 271.923 
-1.17069e-05 1.60074e-05 2.68621e+25 14.2179 1.69058 272.897 
-9.79558e-06 1.60074e-05 2.68038e+25 17.9132 1.31703 272.934 
-7.88425e-06 1.60074e-05 2.68223e+25 20.5882 0.68208 272.841 
-5.97292e-06 1.60074e-05 2.67283e+25 23.9848 1.2658 273.355 
-4.06158e-06 1.60074e-05 2.69358e+25 25.2413 -0.257658 271.705 
-2.15025e-06 1.60074e-05 2.68247e+25 26.8212 0.567916 271.95 
-2.38917e-07 1.60074e-05 2.67477e+25 26.8063 -0.440863 272.353 
-1.55296e-05 1.64852e-05 2.66726e+25 7.94583 4.8458 272.627 
-1.36182e-05 1.64852e-05 2.67572e+25 17.716 0.742263 272.389 
-1.17069e-05 1.64852e-05 2.67582e+25 22.0248 1.09752 272.894 
-9.79558e-06 1.64852e-05 2.66305e+25 24.1138 0.921076 273.887 
-7.88425e-06 1.64852e-05 2.66266e+25 25.7446 0.18769 274.035 
-5.97292e-06 1.64852e-05 2.67012e+25 28.1824 0.541488 273.2 
-4.06158e-06 1.64852e-05 2.68987e+25 29.1984 -0.0465141 272.185 
-2.15025e-06 1.64852e-05 2.66722e+25 29.9683 0.274443 273.326 
-2.38917e-07 1.64852e-05 2.68442e+25 30.1895 -0.334937 272.018 
-1.55296e-05 1.69631e-05 2.66879e+25 21.942 1.34871 273.272 
-1.36182e-05 1.69631e-05 2.67543e+25 27.7496 0.113809 272.941 
-1.17069e-05 1.69631e-05 2.68601e+25 29.4515 0.340384 272.853 
-9.79558e-06 1.69631e-05 2.68631e+25 30.9559 0.132844 272.71 
-7.88425e-06 1.69631e-05 2.67891e+25 31.2065 0.0531418 273.712 
-5.97292e-06 1.69631e-05 2.68135e+25 31.718 -0.156425 273.047 
-4.06158e-06 1.69631e-05 2.67521e+25 33.207 0.0764688 272.969 
-2.15025e-06 1.69631e-05 2.67977e+25 32.6888 0.12165 273.216 
-2.38917e-07 1.69631e-05 2.67813e+25 33.4372 0.0644001 272.477 
1.19458e-06 -1.69631e-05 2.67616e+25 -0.659199 -0.154503 273.334 
3.10592e-06 -1.69631e-05 2.68764e+25 -1.38854 -0.0801938 272.878 
5.01725e-06 -1.69631e-05 2.68563e+25 -0.318874 -0.0972977 272.525 
6.92858e-06 -1.69631e-05 2.67663e+25 -0.804943 -0.326623 273.01 
8.83992e-06 -1.69631e-05 2.69361e+25 -0.196087 0.0534291 272.181 
1.07512e-05 -1.69631e-05 2.67618e+25 0.0311034 0.0981286 273.128 
1.26626e-05 -1.69631e-05 2.68382e+25 -0.766316 -0.0396382 273.284 
1.45739e-05 -1.69631e-05 2.67691e+25 -0.0441202 -0.103085 273.05 
1.64852e-05 -1.69631e-05 2.67616e+25 -0.0306777 0.0990012 273.149 
1.19458e-06 -1.64852e-05 2.68156e+25 -0.170623 -0.474103 272.78 
3.10592e-06 -1.64852e-05 2.692e+25 -1.46207 -0.0849411 272.754 
5.01725e-06 -1.64852e-05 2.67809e+25 -0.359185 0.272844 273.273 
6.92858e-06 -1.64852e-05 2.68656e+25 -1.37305 -0.547889 272.585 
8.83992e-06 -1.64852e-05 2.68769e+25 -0.464965 -0.432395 272.469 
1.07512e-05 -1.64852e-05 2.69118e+25 0.110703 -0.23194 272.062 
1.26626e-05 -1.64852e-05 2.68467e+25 -0.847721 0.340112 272.84 
1.45739e-05 -1.64852e-05 2.68651e+25 -0.753206 -0.478531 272.561 
1.64852e-05 -1.64852e-05 2.68939e+25 0.812297 0.0977954 272.144 
1.19458e-06 -1.60074e-05 2.69032e+25 -1.59032 -0.123208 272.423 
3.10592e-06 -1.60074e-05 2.69266e+25 -2.0884 1.02088 272.246 
5.01725e-06 -1.60074e-05 2.67716e+25 -1.70808 -0.339441 273.297 
6.92858e-06 -1.60074e-05 2.69935e+25 -1.51965 -0.497599 271.519 
8.83992e-06 -1.60074e-05 2.68686e+25 -1.7774 -1.04746 272.323 
1.07512e-05 -1.60074e-05 2.68895e+25 -0.998453 -0.838457 272.086 
1.26626e-05 -1.60074e-05 2.70169e+25 -0.475465 0.793844 271.761 
1.45739e-05 -1.60074e-05 2.6863e+25 -0.232637 -0.947016 272.269 
1.64852e-05 -1.60074e-05 2.68833e+25 -0.285372 -0.0557382 272.716 
1.19458e-06 -1.55296e-05 2.68329e+25 -2.99773 0.144196 272.297 
3.10592e-06 -1.55296e-05 2.69456e+25 -2.13313 1.0873 271.842 
5.01725e-06 -1.55296e-05 2.68161e+25 -3.16491 -0.593088 272.239 
6.92858e-06 -1.55296e-05 2.69549e+25 -2.13956 -0.282459 271.266 
8.83992e-06 -1.55296e-05 2.6851e+25 -1.73768 -1.10675 272.356 
1.07512e-05 -1.55296e-05 2.69481e+25 -1.29369 -1.08586 271.862 
1.26626e-05 -1.55296e-05 2.69189e+25 -0.778216 0.732566 272.193 
1.45739e-05 -1.55296e-05 2.69006e+25 -0.0688843 -0.559865 272.163 
1.64852e-05 -1.55296e-05 2.69598e+25 -0.495952 -0.0290999 271.942 
1.19458e-06 -1.50517e-05 2.6814e+25 -3.17714 0.0947451 272.65 
3.10592e-06 -1.50517e-05 2.69233e+25 -2.58891 0.800066 272.09 
5.01725e-06 -1.50517e-05 2.68029e+25 -3.113 -0.299527 272.125 
6.92858e-06 -1.50517e-05 2.70462e+25 -1.59334 -0.00750183 270.937 
8.83992e-06 -1.50517e-05 2.68878e+25 -1.45428 -0.741866 272.462 
1.07512e-05 -1.50517e-05 2.68824e+25 -0.612877 -0.351467 272.062 
1.26626e-05 -1.50517e-05 2.68798e+25 -0.593365 -0.085481 272.827 
1.45739e-05 -1.50517e-05 2.68832e+25 0.3838 -0.064642 272.698 
1.64852e-05 -1.50517e-05 2.7114e+25 -0.346751 -0.363249 270.135 
1.19458e-06 -1.45739e-05 2.69053e+25 -2.26448 0.545018 272.4 
3.10592e-06 -1.45739e-05 2.68973e+25 -2.58897 -0.0348385 271.85 
5.01725e-06 -1.45739e-05 2.69142e+25 -3.22749 0.126798 271.474 
6.92858e-06 -1.45739e-05 2.71245e+25 -2.29261 0.0781626 270.901 
8.83992e-06 -1.45739e-05 2.68267e+25 -2.18629 -0.315576 272.615 
1.07512e-05 -1.45739e-05 2.67892e+25 -0.915265 -0.38409 273.162 
1.26626e-05 -1.45739e-05 2.6786e+25 0.40458 -1.02641 272.884 
1.45739e-05 -1.45739e-05 2.68351e+25 -0.617429 -0.1754 272.861 
1.64852e-05 -1.45739e-05 2.68631e+25 -0.115778 -0.0915271 271.991 
1.19458e-06 -1.40961e-05 2.68273e+25 -1.61597 1.08343 272.505 
3.10592e-06 -1.40961e-05 2.70033e+25 -3.34318 -0.000712626 270.403 
5.01725e-06 -1.40961e-05 2.69962e+25 -2.87576 0.181035 270.902 
6.92858e-06 -1.40961e-05 2.7037e+25 -2.72754 0.075147 271.089 
8.83992e-06 -1.40961e-05 2.68179e+25 -1.23799 -0.300807 272.844 
1.07512e-05 -1.40961e-05 2.66957e+25 -1.73233 -0.572879 274.11 
1.26626e-05 -1.40961e-05 2.69236e+25 -0.12963 -1.63253 272.332 
1.45739e-05 -1.40961e-05 2.68118e+25 0.220418 0.0255872 272.379 
1.64852e-05 -1.40961e-05 2.68572e+25 -0.0749924 -0.131875 272.341 
1.19458e-06 -1.36182e-05 2.68093e+25 -2.03971 1.28004 273.069 
3.10592e-06 -1.36182e-05 2.71002e+25 -2.89528 0.461871 270.267 
5.01725e-06 -1.36182e-05 2.69983e+25 -1.55468 0.191947 271.066 
6.92858e-06 -1.36182e-05 2.70578e+25 -2.15251 0.281318 270.562 
8.83992e-06 -1.36182e-05 2.68711e+25 -1.78164 -1.17887 272.498 
1.07512e-05 -1.36182e-05 2.67776e+25 -2.45809 -0.335037 273.395 
1.26626e-05 -1.36182e-05 2.68306e+25 -0.409652 -2.43562 272.753 
1.45739e-05 -1.36182e-05 2.69092e+25 0.232661 0.297075 271.884 
1.64852e-05 -1.36182e-05 2.67611e+25 -0.653689 -0.414846 273.232 
1.19458e-06 -1.31404e-05 2.68621e+25 -2.0357 1.41528 272.489 
3.10592e-06 -1.31404e-05 2.7185e+25 -2.03858 0.458066 269.399 
5.01725e-06 -1.31404e-05 2.70108e+25 -1.95363 -0.757177 270.909 
6.92858e-06 -1.31404e-05 2.70478e+25 -2.04003 0.658349 271.189 
8.83992e-06 -1.31404e-05 2.68923e+25 -3.0531 -1.59833 272.924 
1.07512e-05 -1.31404e-05 2.69131e+25 -3.33993 -0.600135 272.447 
1.26626e-05 -1.31404e-05 2.68728e+25 -1.92016 -2.48495 272.5 
